mp-1040471 Mn(PO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771254 Na2Cr2H4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757208 Ba2Mn(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-636519 Ti3Co2Ni(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771015 V2Bi4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1666361 V3Cu2Sb(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192153 SrLaTiFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195697 Li2V5O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194859 HoCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225259 CrHC7NO5F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1094082 Na4UCr3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557135 Na7Li3V10O30 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758442 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5825 Na6Al3Fe3(TeO6)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-643086 MoH4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773000 Mo(HO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770772 BaV2TeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1187247 Nd5Te7MoCl3O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778272 Li2MnFe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761122 Li9V5(SiO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175722 CoF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26423 MnPH6NO5 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-19184 Co2HgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756254 Li2Ni3(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208998 MnH12N2(Cl2O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19231 Li4V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228319 RbBi(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1277814 Li2VO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752688 YEr3V4O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756413 CoSb(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744631 Li4V2OF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219903 Li2CoSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771843 VSO4F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079306 Ca3Fe2(SeO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755100 VGa(TeO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177572 YAg(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775798 Li2MnO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753366 LiCrBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755509 TlV2AgO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19019 LiCrSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1290410 BaTe2Mo2(HO6)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-767447 NbTlV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180989 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1195415 ZnFe3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177902 CaLaFeSnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759404 Cs2U2Mo3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176841 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504994 Li4MnSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766547 CsFeP2H3CO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1295190 K2Na4Co2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753249 LiVCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199552 DyCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562835 CoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18949 MoP4C5S3O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-2085 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758831 KCr3H6(SO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208509 LiV2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756622 TiV2CrO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182481 Li2MnGeO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1210711 SrV4(AgO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753374 BaFe2P4H4O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210092 CoH10(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177546 Li3Ti2V2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-34139 CsLa(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1201214 Li3Fe2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756326 TiFeO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1120731 Li2FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18772 Ca2Al2FeSi4BHO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776053 FeP(HO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1639205 Cs2CaV2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-672176 LiCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1114473 Li3Fe(PO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-774243 Li2MnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22113 Cs2KCoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542168 Li3V4(OF3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698432 KUVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863378 Al2(MoO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1223402 ZnCr(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227234 Fe4As5O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076557 ZnNi(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777686 Y2Te3MoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558509 Li3Fe2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755602 Li2Fe4O3F8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1105546 MnRe(CO)10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744996 La3PrMn4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510763 Rb2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705563 YFe4(CuO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111264 Ba4NaMn2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-684894 Mg2V3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223352 Rb7VSiO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-13158 CrOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752738 LiNiAsO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-7688 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182304 Na2LuMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1276200 TiFe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214986 Mg10(Fe3O8)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175506 V2NO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221255 Rb4Mo5(PO11)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757925 CsTm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776388 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755942 CsMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1660522 Cs2MnV2(ClO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777388 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774946 Na3MnSiCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505688 Rb2SrV4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775928 Li3V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1320208 NaBi(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775232 Cs2TlCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755365 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1296971 Na2TiNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175194 Ba10Co7(IrO10)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105782 Co3(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-37749 NaMg3Al(MoO4)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753573 Sr2VMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763482 V2Sn4H24C8O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770530 La4FeSe6O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757718 CrO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504196 MnSe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757214 Hf(MoO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mvc-2157 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22025 LiFePO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562513 Li8MnFe7(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762454 NaVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215738 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19379 Li4Mn3Fe2Sn(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-683791 Li2MnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194961 LiVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213209 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037086 Tb2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31729 Mo2P2O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-867637 VO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18892 MnC4BrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776285 Ho2Hf2(MoO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778215 SrCoAs2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1279742 KLiSm2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17269 LiVP2HO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213354 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-616610 La2VReO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221106 Li4Ti3Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-6817 Li3NiPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078159 Rb2Mn2(SO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-760843 LiVSi4(HO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10130 NbCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7725 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1661647 V3Zn3(AsO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1038596 KMnSn3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225181 Ca3Mn2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744580 Li4MnOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204966 MoF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560071 Li4V3Co(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753223 CaCr(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780499 V2Se3O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18969 Li5Mn(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-545469 LiMn4(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19246 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1304346 Li2V2O5F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19276 Ca2CrH2I2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1662514 Li3Fe(NiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764715 KLiMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1188841 Li2FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208686 LiCr4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770625 Mo12PH24C6N3O40 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555502 SrMgV2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208227 K2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556136 Li(NiO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849264 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32686 Ca2MnFeSi4(HO3)5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754563 Li2VP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17822 Ti3NiBi2(PbO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542882 Ni(HO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568567 CaLaFeBiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761180 Na2Te4MoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18086 VAgO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754331 Cs2MnV2(BrO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-653248 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19108 V3H8(NO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193172 CsV3(SeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227607 MgMn4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554391 Ni(SbO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-652092 Na2NiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1302682 Bi26Mo10O69 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7383 Li3Ni4SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753618 MnSO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774246 Mg14MnCrO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217238 KNaMoWO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557663 Li3CoSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176523 CaLa(FeO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-504579 LiSb(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037085 Li3VSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200957 LiFe(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849245 Li5FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752642 VO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213781 CrHgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196749 KHo(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-11657 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211174 Fe3PH6PbSO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558367 Li2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771137 Mn4FeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554807 AlV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850210 NaFe5O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-674490 Li2TiV3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1157256 Mo2P2NO11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752431 LiMnV(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774250 VHO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176488 Mn3V(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559430 Eu2MnSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752653 CoH17S2N5ClO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-551629 KFe3(SO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780325 K3Mo2BrO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173889 Li3Mn2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772117 Mg(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770861 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773035 NiH8C4(NO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505469 V6H2Pb4Se3O26 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205217 CsMoPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757463 Li5Cr6P5O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558822 V4SnO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756221 CsSm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-553968 LaZnFeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208048 K3FeMo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210254 Nb12WO33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218702 Ba2Li3La3(MoO4)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1567273 CoAgO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863332 MnH12N8O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177416 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626088 BaMoSeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763507 NiAs2S6(NF3)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-778168 Li4Mn3Fe(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-37614 Rb4Mo5H4Se2O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18487 Te4Mo(OF4)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193901 Cr2O5F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778931 Li7Mn5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-6641 Rb2Th(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195674 MnPO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1133299 Sr2V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199810 Ti3NbNi2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19220 K3Rb5(Mo3O10)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1221952 CaMnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173236 Ta2Fe4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867539 V2MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20693 Ti3VCo2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19087 NaLi2FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775759 Na2Li8U11(WO22)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19332 BaNiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753713 Zn(FeO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201686 CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205312 Ba2SrV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18925 Mn(IO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756826 MoH8N2O5F2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1288155 Cr2NiH20(NO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199240 Na4Mn3P4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176803 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766838 LaV2BiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754784 U2Tl2Mo3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1308212 Li2Mn(SeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771824 Mn16Bi16O45 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761168 KSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222184 YbV2O2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756210 NaMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214677 Mg2Tl2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21633 MnSn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1276828 CsPr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765989 LiTiCoO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-25457 K2Cr2HgCl2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222420 Y2(WO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-625532 AlVMoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561093 NiH2SeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759940 NaLi2Mo2P3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217519 Na5Li3V8O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217943 La2FeNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780098 Rb2CoP4(HO2)8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1189724 Li3Mn2CrO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1101433 CsMnP3HO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1567925 LiGa(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1182205 FeSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758637 NaFe(SeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209544 MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11947 V2SiO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756053 MnZn4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-671913 Li9Mn7O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1303296 MoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227949 Li4V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560630 Tl3V5O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550944 Sr5V3BrO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-545522 V2B(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754662 Cs2Mo4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-721924 Nd2Te3MoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-684742 Li2MgCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562961 Li3VCr2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764991 KBaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558765 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772269 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775227 FeH12C4(N9O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768439 KVH2SeO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204155 Ca2Fe2(SiO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1102092 CsVSeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765411 La2TiNiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228358 Th2Te3MoO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213379 KPr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191043 V2Zn2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226224 Li4Ti2Mn3(Fe2O9)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1206498 Rb2Mo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218315 TaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19239 Sr2YTlNi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16864 LiMnCO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757204 NiH9C4(NO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203523 Li8Mn5Fe3(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754419 LaV3O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193122 LiCo2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218376 SmSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
