mp-1196872 Li4Co(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211754 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744631 La2GaCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205690 RbPr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556249 LiMnP2HO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559511 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542860 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1237102 Li2Ti3VO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19133 Rb2LiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199268 Cs2ZrMn(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753352 TaVO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758775 Cr(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181530 Li3V(H6O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-14150 Ca2MnO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-758296 Li2Fe(Si2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1303453 LiNbWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211434 Li2Fe(SiO3)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-19418 Li5FeO3F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-7996 LiVOF3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753797 Ni(HO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767722 Li4MnCo2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770968 NbTlV2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-24050 KMoIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555327 Li4V3OF11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210978 Na5Nd(WO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213220 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780579 Co(RhO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31604 K2NaCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759960 Na3NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227032 LiMnBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773510 Na2Mo2Se2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554787 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100931 BaV2SeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756879 Zn2Co3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192358 TlCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771037 Li7Co(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26715 Li3MnP2(O3F2)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-25868 Li7Mn5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1303634 Li7VO5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111049 MnBiAsO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203219 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744328 CsMoO2F3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-759438 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174382 Ca2MnWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554548 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180305 Ba2MnSi2ClO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1660343 Sr4Al6CrO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211709 LiVTe(WO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213944 MnTeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560156 Li2VOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209046 Li3FeOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176659 Li3Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560330 Li2Mn(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757841 Mo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705676 PrTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228193 AlV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218720 Co4(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-684782 Ba3Fe2Cl2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735504 NbFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1292648 MgMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194618 CrSnSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18520 Th(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-645299 Li5VP2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768606 CsK2CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765417 Ca(MoO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19231 V3OF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-532759 Li2MnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557893 V2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754069 SrPr2Mn3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209350 V3FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1110635 TiTlWO5F Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-17999 V16Bi3O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227000 Na2FeAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31624 LiVGeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1570791 LiVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173969 Mg3V2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1198491 LiMnAlO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194855 Mn2AsHO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1237299 LiFePO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754697 Fe14Ni11O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743771 Na2YMoPO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1311022 VCdClO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228108 MgV2O6 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1239478 RbNiW(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560723 CoBH18N6(ClF2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1175629 DyWBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1187773 VCr2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761051 Mg(Ni2O3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103778 V2Se3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15834 YVO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1569015 Mg30MnSnO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209985 Co3H18C8(N3O4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101655 LiMnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-530050 CdTeMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759520 Li2V2(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175394 Sr2Pr2MnCuO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194524 Y6WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754522 LiFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202316 Li3FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752732 Li3MnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209245 K2V3P4O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22526 K2Mn3(AsO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-643081 Li4Ni(BO3)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1227920 V2CdO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19499 VH9C3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19362 SrCrHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174888 Nd4CoSi4(C2O11)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1253986 V4ZnCu3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756046 Li2NiBiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174208 Sr5Ca3Ti5Mn3O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222347 Nd4(WO5)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1174236 Mn(BO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557553 Sr3Ca6V7BiO28 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1237178 VP2NCl10O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204398 Li2FeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202861 VPb2Se2ClO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744181 K2NaV5H10O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542882 Al2FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559938 TiMn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849617 LaZnFeCuO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-997161 Li3FeF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12912 Li3Cr(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759826 MoH(ClO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1286054 Rb2CrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197081 LaCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196969 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204388 Li3Al2FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779065 KMn4O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1304643 LiFe2F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559518 Pr2FeP2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744256 LiSm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1013899 La7SmMn5(FeO8)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174745 CaMnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226197 Li4V(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867106 Na2VS2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756061 SrLiCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20312 K2SrNi(NO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-4482 Li5Nb2Ni5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174172 Ca2TaMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775116 Li4Co2Ni3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195880 NaLi2FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752907 Mn2PClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757491 Li2Mn(SiO3)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1244626 MnCO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215728 Fe4O3F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758692 Ba2AlTlNi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221887 CaCr(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760338 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758473 LiMn(PO3)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753449 VOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560630 MnSn(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641604 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19424 Na2TbMoPO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101304 MnH10C2N4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216485 CaMg14MnO16 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-7748 Ca3MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561480 SrYCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198060 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775153 AgMoPO6 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-18779 Li3TiCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758112 Ba3MgV4O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770967 Li4VCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178548 Cr3Si3Pb10(ClO12)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037092 Zn2CrWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-721 Mg2V2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756945 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227483 MgCoNi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776095 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221800 LiY3WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1290831 LaMgFeSnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101665 Li3NiPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205381 La6Mo8O33 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743819 Mo2H2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755211 VH6(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560600 LiV3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1210050 ZnCr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849397 Mg4FeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772210 Na5Lu(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177936 Ca3MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-11995 Li2VO3F Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1180467 V2Cd2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1298313 Na2FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218481 Li2Fe(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18932 Sm3W(ClO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626794 Cs3Mo2BrO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174095 Li6CrFeP2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180439 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195871 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1568372 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225001 Ba3V2(SeO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849499 Li3Co4SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558484 V2Pb4(Se2O7)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554329 Li2Mn2OF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777888 Na3MnSiCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756162 Mo2H9C2NO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554901 Ta2CrNO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-36028 MnZn(GeO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1222201 Ca(CoO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-763206 VHO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101210 Cr3B7ClO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561398 LiTm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214642 VH6C2ClO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176316 Li7Mn5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773128 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227058 NaV2Bi3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557578 Sm2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037086 Cs2TlCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753376 MnAgH8(OF)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559477 LaMgTaFeO6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-23061 KVS2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100722 MoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-13110 Na2Fe4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193226 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760042 Mn15O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772541 Li2FeF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771695 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558067 MgMnAs2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626316 V3Pb5ClO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763344 CsThMo2ClO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211147 RbLa(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19038 Li4Ti4Fe5O18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755946 Li3Fe2(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769509 Li2NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1649261 Mg3Co2(GeO4)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1239377 LiCoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760125 Sr2TaVO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24125 KDy(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772241 Li2CoSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-546843 Li5Mn3Cu2(PO4)6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-758988 K4Co2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-850186 Sb(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772954 Li2NiBiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772974 Fe39Si3O56 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557475 Li2FeAgF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754357 BaMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1296971 K2MoO3F4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771303 K4MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760234 Ca2TaNiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697556 ErTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758214 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182650 Al2CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753061 Ga(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23718 LiFe8(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175148 Na3TbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759448 NaFeH4SO6F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175859 NiH12SO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192111 Al2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705194 Cs3Fe2F9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214516 Li3Mn5(CuO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757550 Mn3TeP2Pb3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1287556 K2LiV5H10O19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561267 Li3NiPCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1201219 MoP4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227869 CaPrCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5792 Li2V(PO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-772396 BaCo2(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176841 VHO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180723 V2Bi4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772668 LiAlNiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225246 NaVCdO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1306869 CaLaFeSnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556349 MgFe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-638374 MnCO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1035812 MnNiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753480 NaFe(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705042 V2CrO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209472 UAg2(WO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556966 ZnCr2CoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1286090 TiMn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197638 LiVSn3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765575 ErCu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1574416 Pr2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561991 Li3MnCoO5 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-777786 KVBP2HO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558909 BaV4As4O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554998 LiFe(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764926 Na2Cr4O13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-557235 Ca2TaCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505784 Na4Th(WO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297951 SrFe2S2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25402 Li3Mn3CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197982 KMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753308 TbMoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755632 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557878 KNi(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770733 MgFeP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1209367 Tb3BWO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221069 Rb5In(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554803 Pr2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753143 BaCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775868 NaFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-550944 Ba4ScReWO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211174 Bi13Mo6(AsO14)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227801 Li2V3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757648 Li2MnSi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557669 Ca3Fe2Cl2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202770 Li2Ni3SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176463 K8Hf(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765779 KFeH5(SO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079306 Sr4Al6CrO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770514 Li2Cr(CoO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079680 Li4V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29461 Li2Co(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-624691 Li2MnV4NiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554381 TiNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755329 Li3Mn3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1247580 V4OF12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176519 SrCaMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182481 ZnFe(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753283 Co3(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222197 Sr2FeO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755942 TiMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758552 NaCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224232 Mo3Cl4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
