mp-1199268 K5In(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1154479 LiCrSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559510 TlV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1577058 LiCoH24C8(N2O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641248 FeRe(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776295 Ca2CrWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1013577 MnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765311 Fe6O7F5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1210475 Li4Mn3Nb2V3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-34139 Co2As2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-766032 Li4VF8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174041 K4MnMo4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17729 Nd2Te4MoO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210136 Mo(HO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19474 La5Fe4NiO15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-293 K2RbLaV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003856 YVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558755 LiCo2P4H3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560015 V2Zn3TePb3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761066 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176696 Cr2(Bi2O5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755283 LiV(Si3O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178081 Re2Ni(H2O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219975 YNiH3SO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177499 KCr2PbF9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13592 NbTlV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190856 AlV4(CuO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752600 LiVP3HO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753451 AgMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-651106 Ba6Na2Ta2V2O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773636 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25992 Cr2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19518 Li4CoO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-15834 MoPbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-685197 ErMn2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25196 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774777 ScCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227483 Mn2Zn(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556759 K2NaMo(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1306614 MoWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198938 Mn2O3F Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1578402 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760816 LiMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26989 LiCoBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12243 LiMnNbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-15452 Ce2Mn(SeO)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-558765 Ba2HoV3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-745139 Mn2OF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555873 V2Pb3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757650 La2Fe2Se2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504704 Sr2TaFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228694 CaPrCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180450 Na2MnCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775753 TaZn2CoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-11624 LiVCO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850898 Hf3NiF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-561177 Li2Fe(PO3)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772830 Li3Cr(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175025 V3Co(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558785 K2NiP4(HO2)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13223 K3CoPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197982 Li7Mn(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754143 Rb2LiMn3F12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19117 Ga2CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558700 Cr2(Hg2O3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776983 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779092 Cs2CaV2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-773026 Li2TiFe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181535 MgVBiO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1178129 Pr2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209470 Na3Mo(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7981 LiCo3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29148 Mo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176673 Li8Mn5Fe3(BO3)8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19292 Sr2Ca49Mo12N56O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756322 Li12Mn3CoP4(CO7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559028 PrV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17950 DyMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9784 Ca2MnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9008 MoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759431 Co2H22C(N2O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760158 K3NaCr2O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1196363 Cs3Mn3V4O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1653541 V2Pb4O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1105166 Li2FeF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226541 Li2FeSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-768649 RbCr2BiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780408 CrP3H18C6(SO)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771083 LiFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1303907 CoH32C8S4(NO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215061 KMnH4Cl3O2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772117 VO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759514 Li4Cr3GaO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200210 Sr3LaTi2Mn2O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277255 Ba3Fe2Br2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754670 Li3Ni(SbO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19400 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754716 CrF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770967 Sr2FeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558211 Mn3VCu2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558517 Ca2VIrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768759 FeH10S2(NO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-15531 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225972 TbMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21867 Fe3Se3O10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1203019 Li5Mn(CoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212309 NaNiIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-611817 Tl3V5O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1188566 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103413 Na2CoH8(SO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173735 Eu3YMn4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22024 RbNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756993 Li8Fe(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850205 MgMn3(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556764 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1575669 YSbMo2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1214695 SrMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176407 Rb2NiO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753554 Li2Al2FeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-975958 NiH6C2(NO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1096819 Li4FeSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217035 Li4CoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-616215 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773422 MnH12N2(Cl2O)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557902 NaCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756514 MoH4C(NO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219200 LiV2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19143 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191085 Li7Mn4CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766124 BaV8O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510264 YFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626701 Ba2Mn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559316 Li7V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561991 Li4NiOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772439 Rb5FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19343 Li4Y3FeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203941 NdBMoO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-26126 LiV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19455 Li2VCO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555776 LiMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770625 Li2Ni(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198255 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639312 KHoCoSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758095 Mn2InC10BrO10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757465 CsCoH18N6(ClO2)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18853 Li3Mn(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765483 Ce(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559435 Li2MnCSO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774811 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1157156 NaVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559247 Li2VCrP2(HO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037136 RbPr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211929 Na3VAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778104 Eu5V3S6O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076685 Li7Mn4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201686 MgV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756221 Fe3OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541148 CrO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222368 Sm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19440 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752774 Li2TiFeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-744756 TiFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19384 SrTlVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205906 Ho2VPO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174580 V3O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037752 Li3Al2CrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753295 VCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211701 Cr2SiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10607 BaMgNiF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705300 CsTb(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768078 LiFe(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1206631 KMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774815 MnHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770844 Li2FeNi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173715 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224533 Y2Co2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195788 Li7V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753500 Li15(NiO2)14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16994 Sr3Cr2Cu2S2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756743 LiTi3MnCr(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756699 PrWO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175609 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767620 VHO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559456 LiV(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556308 Li2Fe(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10905 Li24Ti11CrO36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2508 K3VO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227642 TlV3(SeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-14029 Sr2ZrVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196754 ThV2SeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227151 TlVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1539213 Na2NiCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774256 VH6(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753382 Li3MnCoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767661 KNa7V8O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760830 Li5Mn2CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772427 V2H38S4(N2O9)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755929 BaMn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21512 Na6Mo11O36 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25323 Li3MnCoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554052 Li3Fe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1272284 SmFeH8C6(N3O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763489 DyWBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562048 Li4Fe(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17822 Rb2FeH2Br5O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23123 Li2Mn3FeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753993 V2H2Se2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218564 NaMo2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13435 LiVSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18844 Cs2Cr4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218905 RbFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101395 Na2Mn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23064 MnZnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-985626 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211532 KPr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221048 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1302768 Li3Ti2FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-8343 Li15(FeO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557850 SrCa7Mn7CrO24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757283 Na3(CoO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757329 Li3Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754923 YMoClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559959 FeH12(NF2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228382 Li2Ni2(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759241 FeH4S2NO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223556 KMnH5(SO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560522 LiMn10(PO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1247720 ScCr2Ag(H2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175681 Li2VP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-695069 KFe(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1143876 Li5NiO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198591 KFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752823 Mn3TeP2Pb3O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698262 Fe3(OF4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199663 Rb4Fe8CuH6(Se8O25)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-696780 Li3Mn2(P2O7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-772178 CsVOF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754473 Li2TiFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28262 LiCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754391 RbVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753227 Ta9VO25 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1308421 Li6Mn2P(CO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1267352 NdTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-531264 CsNd(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101273 Fe6OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559433 Rb2U2Cr2O15F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756984 V4FeCoO12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757426 Na2Mg3(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-605486 TiTlWO5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771882 Cr2H8N2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759039 CrOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1306804 LaCrBiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26462 Li2FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076179 Li2MnNi(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753062 Ca3CoRhO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20143 Mg(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18850 LiMnPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1227735 NbCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223759 KTb(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553947 Li2MnSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12546 CsTb(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095039 K2Sc2P2WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540788 NaVH2I2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768527 KSm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773503 MnC4IO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557093 Li5MnO3F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207052 KCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193625 Li2Mn3O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752788 Re2NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19118 DyFe3(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772552 LaFeTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-643412 Li5Mn6(BO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-546027 CaFe(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661337 Ho2Hf2(MoO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213695 Mn(ReO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25428 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759846 KLaMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1099262 Ba2FeGe2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-22417 KHo2Cu(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-999539 MgMoH2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101210 Zn2CuWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765509 Mn5H8S3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218740 LiFeP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-8330 Li4Fe3(NiO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21437 MoH8(NO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759125 CaTbMn2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849733 Li2FePCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-771275 Li2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177575 LiMg30CoO32 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-777618 LiVSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1277084 Li4Co3P4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209460 Mg3MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213217 CoF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19209 Ca2Mo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753464 NaV(NF3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22554 Sr2ZnMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175006 LiV2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18988 VIn(TeO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-697556 MgCo(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765474 Rb3DyV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182282 NaFe(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780216 YbTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7721 V2SiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111141 Fe(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554326 K2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505087 CsNbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1301229 La4Cu3MoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1179232 Li3Mn(NiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755518 LiSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761168 CsMgCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753072 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213446 Li7Mn5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558051 Mn2Sb2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
