mp-1193901 V16O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-687091 FeAgO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214859 NbCo(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198514 Li2VO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550468 Na3VF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222331 Rb3TmV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-636215 Li3V3P8O29 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-706518 KNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849771 K2Cr2HgCl2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26197 CsLiMnP3HO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559825 V2ZnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780331 MgMn4O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1291532 Mo(PO3)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770386 UMo5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19488 MnV2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756356 Sr4V2(Se2O7)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504863 Li4Mn3CoO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177860 BaSr3Ca2(MoO6)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559938 Li2FePO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036978 NaFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217399 FeSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-847 SrMgV2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775167 TbWBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773607 NiF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753573 LiMnSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764969 Ba3SrCo2Cu4(SO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776992 Fe4O7F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1038569 LiTiV3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177757 Zr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7747 VCoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-762633 Li3Fe4(P2O7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744858 RbV(IO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206097 AlFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779054 Sr2MnAlCu2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775999 KVH2SO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1196909 TiFe(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1290409 Li4MnCo2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-540685 SrPrFeCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774843 MnFeH4NF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19087 LiSc(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559589 V2Zn3TeO10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1198378 Ca2FeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1579771 La2TiNiO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1104228 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759070 Na5VO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1215743 LaMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755022 Dy2Hf2(MoO4)7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753436 Mg2V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217930 Ca2MnSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1282570 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753613 Li3Mn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775300 Li4Ni3TeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752618 Li2TiMn2NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772558 LiMn2(BO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-560270 TlCr4BiO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196184 LiFeCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554482 KVPbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27222 LiMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198723 Rb2UCr(IO6)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-715574 KNiAsO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753300 SrCrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755671 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222548 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555114 MnH14C8(NO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752912 NbFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-36447 RbTb(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867704 CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174824 K3VO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755332 VHO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19882 Li3MnVP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760339 Na7Li3V10O30 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753086 Li2CrSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1275491 Ca2AlCrO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9663 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698941 TiCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1206757 Li2MnCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757179 LiFeF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1306353 Ca4Al3CrSiBO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223374 NiH24C6S6(N7O3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771650 MgVBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753828 Li2FeOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1662148 Li2TiCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756012 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562912 KCo(N3O4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-779064 Li2MnO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558512 Fe31Si5O48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-603935 Li4Ti3Mn4(FeO9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867715 Li5Fe2P2(CO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1202658 V2Bi4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776428 Ba2Li3Ho3(WO4)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221716 Li2VFeP2(O4F)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1276679 KFe2P3(O4F3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1189736 KV5Zn(H8O11)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770892 LiMn2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775162 V2Ni(H4O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218243 KVSO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-868046 BeCr2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214521 FeSO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765775 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758441 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705670 K4MoO8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-752524 Zn2FeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562767 Rb4V2S4O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-486 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174437 TbCrTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756304 Sr2CoSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19128 Hg2MoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765511 Li3Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764273 GdYV2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753393 Li4VO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753282 Rb3Mn16O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-861502 V2Zn3(P2O9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178027 BaYb2CoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18527 Gd2W4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772492 Li2MnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212702 FeOF Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-27966 Mo2HO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199176 Li2V2O5F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770950 Li7VGeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19521 K2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22526 BaNa5LiCo5F18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228163 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765337 BaV2ZnO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218895 BaMgCrF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753149 LiY(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1037021 Li5V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221604 VAg2AsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174357 Li3Fe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555665 Na5LiMn2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-531223 AlVMoO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201217 K2MoH2(CO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1157256 DyVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-683660 CaV4(AgO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201917 Sr2Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756059 Ho2Mn2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1305317 MgMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767707 Sr3NiPbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765999 Rb2MnOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221077 CaNiF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-775902 FeClO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-530107 SrMgNi(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209026 BaTe2Mo2(HO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-675006 MnMoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-555873 ZnCu2(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18990 Sm3W(ClO2)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-761780 LiVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18850 Ta2CoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-781060 FeSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759412 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554839 CsMo4(PO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756130 V2Hg2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191914 Ba6Na2Nb2V2O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180190 Ca4Al6MoO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759813 Li2Mg2MnFe(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1663238 Ba3Li2Mo4P6(ClO14)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1227869 Fe4Pb(CO)16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208209 KLiTm2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760139 Rb3NiF7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-772403 Li4Co3O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20076 LiFe(SiO3)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1177768 Sr2MnGaO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203520 LiFe4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21867 Li3TiFe3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1174860 V2SiO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775524 Ni5SbH17C15NO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220234 NaY(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8474 CaCrBi12(Mo2O17)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768391 Li2Mn2F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761401 MnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1565994 Ba10Ru3W(Cl2O9)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849704 KVS2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5033 NaLiFePO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-996996 Li6Mn3P6WO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226437 LiV5H18N2O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556966 CrCdO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18473 Na3SmV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195300 MgTeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101661 CrCuPPb2O9 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1212004 Sr4Y2Fe2Cu4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773025 KNbWO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210963 Li3(CoO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767632 V4Cd9O19 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1196969 Li2Cr3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199236 MgCoBi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210051 La7SmTi2V6O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557947 BaPrFeCuO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199642 Er2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572287 Tl4V5CdClO15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867519 Sr3LaMn4O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204481 Co4Pb(CO)16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18936 K2Mo4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764612 Yb6MoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105952 LiVSO4F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849434 LiMnBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1237299 Sr2MnGaO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560902 Mg(MoO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-5976 NaCoO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-762643 Li2MnOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210660 LiTl3(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204879 Ti3Mn2Cr3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4123 FeO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559831 TlFeC3NO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-35475 LiVCrP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761001 V3ZnP3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200457 Al8Zn3CoO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-985545 Ba5Co4PtClO13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753540 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757114 MgFe2(CuO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1199918 Li3V(H4O3)4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-756107 CdFe4NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9980 Li7V4(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753346 RbMoPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779008 Li2CoSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19109 Sr5Ca3TiMn7O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770551 CaV4O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772513 NdMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763546 V2OF8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1209311 Rb8Hf(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626088 LiCo(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220215 VBiPbO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200210 LiNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20032 LiMnF4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1275461 CrOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559772 Tl2Mo2P2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079573 CoH20S2N6ClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19450 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761091 BaNb4(FeO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19270 V2Bi4O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177957 Ni3H12C10NO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771110 Zr4MnO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510459 KNbWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221127 Mn12O5F19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766489 CoH10C4(N2O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1660336 NiH5CN(ClO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177362 Li2CrP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105546 La4FeSe6O Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1199045 ZnCr2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197530 Ga2Co(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770839 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22938 ErVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21274 Li2Cr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759692 LiFe4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759726 LiFe2(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768304 YbCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218815 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625714 BaYMnCoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754143 TiFe3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776152 La2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274182 TiMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757027 Nb2NiO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-763497 LiMnSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192825 Zr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1113962 SrV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765621 Li3Mn2SnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774338 Sr2TiMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3221 NdCu(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1174049 CaV2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31628 VOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10592 LiV2O2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221226 Na2Sr6ZnFe6F34 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211325 Li4Mn2Fe3Cu3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765646 LiV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19485 VH6(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227671 Mn3Fe(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779758 LiMg30CoO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1103452 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037843 CaLaMnFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759218 NaCa2Fe5(SiO3)8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-630641 KNa7V8O24 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-10587 CaTiCo(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22421 Mn3O5F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18901 Li4Co3Sb5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199088 Li2VO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770772 Ba2AlTlNi2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1222209 CrReO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698655 MoOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221952 CsCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540310 CsK2LaV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758677 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176036 NaVP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625532 Tm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201692 BaMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17269 Nd2Mo4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14253 VF5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754995 Li6Mn(FeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18750 CoH12CN5O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190931 LiV(SO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754513 Mg30SiNiO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202981 TiBi8W(ClO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26989 Co3P4H48(NO15)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773176 Na5VO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-626071 TiNbFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221810 VH6(OF)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1283001 VO2F Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1638858 MoBr3O Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1111029 Li9Mn7O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178498 LiMnPO4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-757019 NaLi5Fe2P2(CO7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1639328 Li2CrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752595 NiPtO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22781 MoAs2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-555242 Li2VFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759431 Li7Co5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558917 Li2CoP2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-778482 K6U5V2O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1287934 KSm(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1214963 KLiMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557310 Li2MnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279742 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198645 MgMn(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1016931 Li6MnV3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661785 MnH2Cl2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776529 MgTiCo(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224533 CaCr(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
