mp-562767 KVH6SeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776285 CoH14N5O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776588 Nd3W(ClO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-868646 Li3TiFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18398 LiFePH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099912 SrMgV2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21059 Cr2CdH14(NO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754915 Li3Co2(PO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1214034 NiWO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212036 Ni3(BiO2)10 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-17192 Sr2FeO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25458 Li2MnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213535 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192218 CaV4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228167 KTb(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277660 CaTbMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863961 Re2NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757314 Tb2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10628 Cr2FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625547 Na2TiNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177955 MnV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177103 Sr2YAlCr2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1013577 Li2MnOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203610 FeSb3Pb4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199397 Na3CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755202 Li5Cr2P5O18 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221585 LiSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1288155 NiH20S2(NO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18869 Li4Ti3Fe3(SbO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754615 MgSi2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735563 CsCoH18N6(ClO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101164 Li9Cr5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8166 NaCo2H3(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559424 LiCr2P3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-607026 K2Mo2H4C4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557147 K2Mo3SO17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765310 Li2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215743 CrSb2H12(C2O)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176660 VO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758747 Li6(NiO2)11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-650943 CrAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1163949 Li6Mn3CoO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209367 Zn3Co2(Si2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558124 CoAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755037 Cs2Fe2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198514 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177915 RbNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208589 CsLiMnP3HO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19107 Li3V4O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216362 MnP3H6NO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752913 BaSm2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25542 FeN2F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204545 LiCr2(CO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-851091 VInO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194049 FeSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210699 LiMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-652366 Li9Co7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175349 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554911 FeO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556497 Na3MoO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218388 MnC4ClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704360 NaV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174275 K4MoC5N6O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760112 FeH12N3(OF2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176526 CaPrCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777279 NbFe7(PO4)12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756079 Ga2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559481 BaVClO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199536 Na6V2As(CO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210314 ErSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213684 Ca7MgTiMn7O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-571 V3Fe2Ni(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753534 K2MnH2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227657 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-672012 Ca2VWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760242 Li2MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-652092 V3Si3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211661 Na4MoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754411 Zn3Fe4(MoO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26400 Rb2TlCoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218451 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224533 Li5CoOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194869 CrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191386 K4MoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753694 Na3V(MoO7)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18921 V2Ge(O2F)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1172361 Li2Si4Ni5O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16917 V6O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744691 Li2VO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079971 Ta2CrNO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227825 La2Mo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217035 MnPH2CO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1079069 Li2Si2Ni3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20569 K14Fe4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757179 Li6CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763901 NaVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558997 Na2Mn(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756537 Co3(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758082 Li3MnSiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7825 Li4VF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-864958 Li2MnNi(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759247 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754400 Li3VF8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221887 Li2VO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776210 Sr10Mn5Zn9(AsO)10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214741 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1305171 BaMgV2ZnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215732 Na3SmV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19290 Ca3Fe2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25233 KNa7V8O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076540 LiMn(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849749 La2CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19127 BaNd2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505784 TiMn3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770735 VH7N2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-534775 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767946 LiMnF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3021 Ba5Fe3W2O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211147 MnZn(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24555 LiVF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-8032 NaFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754932 NiGe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177416 K2CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562048 Li2Ti3MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756449 BaBi12Mo5O34 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-572287 Li2Mn3(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760349 Li8Mn5Fe3(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-650228 LiCoSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759923 MgMn2O4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758949 LiVFe(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197854 Mg(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756673 LiNbCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760279 Li5Fe8(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205336 YAg(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178406 NaMg2V3O10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-735578 Li4V7O9F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-695780 MnBiPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759934 CrInO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753977 CoSnC4Cl3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111290 Li3Ti6Co3O16 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-20564 CaLa2MnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770389 VP2Cl7O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209371 Li2TiNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772296 Na8Hf(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849264 LiMnNbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22608 MgFe(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190551 MgTi2MnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228348 Li2AlFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758092 Ca2Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554517 Ca3MnS2O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207219 LiV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561063 Fe(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215728 Li3MnCoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078353 Cr4OF11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1244697 Ni(AsO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770903 Ca10VP5(O12F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759217 K3Co(NO2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195528 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772183 Mo2P2O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-25402 MgCr2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1319906 Al2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772426 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572487 Na3CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761101 Na3MoNO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214687 Li2Ti3VO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753333 Rb2MoAs2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744322 Cr2AgBiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194343 LiNiBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226157 Sr3Co2(ClO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770968 KLiMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191330 Li4Y3CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779358 CoH9(NO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19175 K5In(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555325 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777788 Li3Al(FeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510638 FeC3SeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772830 SrTlVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-651122 NaFeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-691119 Li7Mn5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766811 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209427 TiV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175547 K3Na(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1301543 Ca8Al9Fe3Si12(HO13)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772112 HoMoO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1277436 Co(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223396 Li3MnV(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201916 Na2Cr(HO)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540715 V3NiH48(SO10)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694963 CoH12CN4ClO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-405 BaSrMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559081 Sr2TaCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777355 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181458 Bi2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558952 LiCrPH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19373 Ta2Zn2NiO8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1100947 TlVSeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773500 Rb2TeMo2(PO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-772640 Li4Mn5(Fe2O9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26715 MgV2O4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1218741 DySbMo2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14653 Li2CrP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1227538 Li3V2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9652 Mn3(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755168 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772520 MgCo(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774236 Bi13Mo6(AsO14)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777959 Li3VF8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756665 Ba2CoRuO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19143 K3MnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-622258 CoH2SeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26903 Er2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755094 V2Pb14Cl4O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178244 Li3MnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755965 Ni2P4C11S2(OF8)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754357 KCrO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850876 Rb2MoS3O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775216 VOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176907 HfMg30NiO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193468 MnOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705042 Mn3CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1579553 ErVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559247 Cs6Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218284 CeTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223350 Na2FeAsCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556289 Li2Fe3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214126 Nb12WO33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173184 KNa2NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1099664 Li13Mn2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752506 FeO Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-541929 BaNi2(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177931 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504845 MoPb2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753312 Sr2Mn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754284 Ti3Mn2Cr3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1275836 V(AgO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105091 NbV3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775461 CsCoNiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780460 LiMn3(BO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1253123 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227703 Li2MnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705013 LiV2P3O10 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-706566 NdVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1103970 CoH21C2N6Cl2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770598 Li2FeO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780202 CrOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849503 LiCr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208680 KNaV6(PbO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780142 Sr4Y2Fe2Cu4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220238 CoH8N2(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752601 Li3Mn(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558638 Li4Mn2Co5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641568 Li2VCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078634 K3VH6C4O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1221264 RbNaMo3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176216 NdTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23094 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778758 Ca2CrSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505040 Cs2Mo3O10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177568 Mo3N2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-14468 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758108 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-735504 LiAl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19090 LiMnAlO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557209 Li7Mn4CoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774338 V2Bi4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743860 MnZn(FeO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560276 Mg4FeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761214 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1276679 LiTiCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223165 KCr(SO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559178 Li6AlFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754743 Li7V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755329 YTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863397 LiCr(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1576090 NaV2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226454 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228654 Rb2Ti(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213413 Fe(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559433 Li3MnP2(O3F2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775278 MnPb2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510519 Pr3Mn2Sb3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221959 MnTeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-715482 CaNiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227000 Li2Cr3O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26403 Li4VO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1316468 MnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-604368 Fe5Sb(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556911 Li2Ti3CoO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753142 Ag2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554980 MgMn2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849573 Na2AlFe(SiO3)4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-37614 Mn2Cr3Co3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755905 Na3Mn2BO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1178771 NaVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780204 Ta2CrNO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1649552 Ba3Tb2WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752747 LaFeTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554979 NaFeBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776441 Co3O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218109 ZnNi9O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175898 MoH4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105117 Sr3Cr2Cu2S2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202865 YFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559975 KEr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765624 Ba2HoV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200763 CoBH18Br2(N3F2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217159 Li3Al2CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661313 V2GaO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559242 Cr(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504495 Ca3V2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19305 K3VSO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-549671 BaSr4(FeO2)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1319687 Nd2MoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1237181 NiPdO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
