mp-777279 U(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210361 KLi4FeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-616610 KLiEr2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755224 Na5Nd(WO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25463 Li3Mn(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849996 LiCoSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561028 Cr2H8N2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541368 Ca3Cr3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202580 Li7Mn2Fe6(PO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770947 VCoO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1208671 LiMnBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505784 LiTiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556361 Ni2Hg2SF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5120 Li2MnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178815 Na2MoSeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770861 NaMn16O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275120 YW3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-21331 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176226 ScV(TeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752925 LiVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194639 Li4Cr3Fe5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12822 LiFe7(O3F5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4622 BaHoFe4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764466 KNiAsO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661647 MoPb3Cl2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31628 CaV4(CuO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-28936 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744841 Na3Mo(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192358 Li2SiNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213120 MnC4IO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-36765 Li2FeSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1173107 LiVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209155 Li3MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10078 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772640 CoO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-543103 Ba3NiSb2O9 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1197360 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773512 Na3Mn2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752431 Mn3Cu(SeO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12608 Mg2V2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639712 Li3Mn2(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850540 Li2VOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763490 LiVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770995 Mo2P2PbO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863961 RbLa(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228461 Cs8Zr(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181661 MnC5IO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555908 KCo2H3(SeO5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1196559 V3Co2P6WO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774896 Li2MnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203089 Fe10O9F11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775903 K4MoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756743 Ba2CdMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770873 Ho2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199536 ZrV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209234 Ca2MnWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209180 MgTi2MnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199126 Rb2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756653 V3Cu2Sn(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-715566 K3Mn3H2C12O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757451 Co4B6O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-777778 Na3NiPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758775 Li4Mn5CuO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18969 CsBi(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764959 Li4Ti2V3Cr3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1318835 MnPb2WO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-504495 La3(MoO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194711 LiV3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780869 TbSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557872 LaFeTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19422 Sr2YMo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193172 YMoClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758521 Mn6O11F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758805 Li2VFeP2(O4F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1640826 Mn2SnC9ClO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557365 KVMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560338 KV2AgO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18792 Li2TiFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758209 Mn3CrO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776152 KNaFe(Si2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755889 KNa4FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774305 PrMoBrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759960 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-943462 MnNiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-706239 Ca10VP5(O12F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297854 RbNbWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772626 Sr14Fe14O39 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558067 Li2FeNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776441 CsNaMo3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202049 CsMnH4(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1314324 ThTe2MoO9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759903 Co3TeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-34475 CrHg3O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753138 Li4FeO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863971 CaV(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28777 Sr2MnGaO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756386 CoH20PtC4(NO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19112 Li3V3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757018 Mg2MnWO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754793 Li3V3P8O29 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1209544 BeCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762474 CoH15N6(ClO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19143 KFeH5(SO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209807 Li4MnO2F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1660336 Sr4V2(Se2O7)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23968 CaNdCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23716 Sm2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203751 Li3TiV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-605091 Ag2Te4MoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753909 Li2V3CrO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-15594 Co(BO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756442 ZnNi(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760318 YCu3(WO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-616160 Cs4FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17269 Mg3NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1569015 NaNiCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1273442 LaZnFeMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661989 LiV2O5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19220 Li4Mn3Fe(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101240 CrPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754914 CoF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744610 CaCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19412 Li3VP2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755934 Cs6Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216362 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223556 Y2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-643086 Mn(ClO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17968 Li2TiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201917 Li6Fe5CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175397 Li2SiNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209098 Li2Ti(CoO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197934 Ba3Tb2WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214642 Li2Cr3(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765297 YCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1321594 TiNiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704511 SrLiCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193851 BaNiF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775126 Cs2Cr4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1579309 Al4V13Si2(SbO14)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218711 LiFe4(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209095 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-15481 CrH6SO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197411 Li5Mn7Fe3O20 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1306804 Sr2Ni(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774251 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776741 Li5Mn(CoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19167 Sr2VMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20659 Ba2MnP4(H3O8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-552 Fe2Ni(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755665 Li4Mn3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779775 Rb3Li2Ga(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-16255 K2CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754923 V2Pb2Se2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192462 Na6Mn(SO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754143 LiCrSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762012 ErCrHO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20046 NdSbMo2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756075 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-912 Li3Fe8(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223100 Ho2Mn(GeO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219784 Nb2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225874 SmCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211111 Mn2NiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754330 LiMg30CoO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757511 Li2Ni(PO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218467 KFe(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19100 Li3Cr2P5O18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100677 FeH10S2(NO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771345 LiMn3(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704125 Ba2VP2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227804 K2Mo(I2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199176 RbV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772296 Na5LiNi2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706342 Fe4O7F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223502 Rb2Mo2H4C4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778865 TiFe5(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561991 La8Mn7O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568137 KEr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758946 LaFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101264 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28824 BaSrV4(CuO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-22938 ZnCu2(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1245073 TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776243 K2NaMo(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228244 Ti3MnV2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10044 MgVP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-555242 Rb2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297758 Li2U(MoO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221471 Nd2WO6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1218239 V3(NO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1278875 Li3V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177850 Na7Mn10O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559477 K8Zr(MoO4)6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-768711 RbFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755719 Ba2MnNbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744639 LiFe4(BO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555776 Cs5Bi(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211039 Sr2FeClO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-746670 Ba2Mn2As2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199210 Li6Mn2O5F2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19105 KUVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20794 CrPb5O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559433 Mg(MoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554901 SrLa3Cr4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504545 LiVCrP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560793 HfMg30CrO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100902 Li2Co3SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198653 Na3Fe2(AsO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198550 Rb3DyV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758543 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104357 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277084 Li2NiBiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-555102 Na6NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765219 Li3Cr2(PO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759509 Na14Co2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201686 LiCr3(FeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176023 K2NaMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755566 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190901 Ba10Nd4Y(MoO6)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27186 MnO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223721 Li3Co2(CO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19164 LiV(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1318458 MnSO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213217 UVCuO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210635 Li2U4W4O25 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554787 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770619 V2(PO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1212627 Li4Nb2Fe3Cu3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25232 SrFe2S2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18829 Sr2ZnMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176816 AgMo4H22C8(NO5)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-553919 CoH20S2N6ClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757204 Na3CoAsCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176731 Na2CoPCO7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-761124 LiVSi4(HO6)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1037022 BaYMn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757297 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1301464 YbCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757637 Rb2BiMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19447 BaCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1102092 Ni(AsO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192188 Ba3CrF12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762980 Mn3Cr2Ni(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761763 FeCO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769471 V6O5F19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756189 La4CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178214 V(BrO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773025 Si4MoH36C12(NO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19209 SrNi3(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774796 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17967 UTl2(MoO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22006 Li2NiO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-553910 LiVPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752421 KNa2NiO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1178864 Li12Mn2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771894 Li6Nb3V3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770968 KV4Ag11O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765626 FeBiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21126 Nd4Mo31O56 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540118 Li2SiNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1112442 Li14Mn2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1017466 Na2Mg5(MoO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-647352 NaV2Bi3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755285 Li3V3(BO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-930 LiCoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-648633 Rb4Th(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774356 RbFeO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1198591 Li2MnVP2(HO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1003311 Ga2WO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-22408 UV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196769 Te2MoO7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1102003 Li2Co2(SiO3)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-774670 LiMn(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753037 Li3CrSiBO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752639 K5Sm(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753604 CaNiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540583 Li8Ni(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763347 FeOF Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-504994 Ca2Mn2V3AgO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1227657 Rb2Th(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756841 V3O5F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19323 Na5La(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174524 Li2MnOF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757773 MnFeCo(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211745 LiV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755763 MnFe2(PO9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20223 K2Mn(SeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222836 CrTe(WO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504578 Li3Fe(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222689 Na2DyMoPO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-546027 Li5Mn6(BO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20589 VBO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504196 DyWBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7825 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22025 CoH12CN4ClO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771706 VHO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228204 BaMgV2ZnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555537 Te4Mo(OF4)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765565 YV2BiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177959 Li5Co7O3F13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767442 Mn4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752825 V(HO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202411 LiV(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079069 Li2AlFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-550206 Fe5CuO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272625 VH8C2NO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754122 MnNF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752822 Li4MnOF4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753797 LiVPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228167 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221077 Mg2Mn(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1196754 CsEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
