mp-765498 Na3NiBSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761105 Ti2Fe(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227801 Sr5Fe5O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1070912 Cr3(CuO6)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1178577 Ba3TiMoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225454 Sr2ZnMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19247 Li3Mn2(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181609 Na2VO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863388 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759423 KMgIn(MoO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213191 Yb2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-781503 LaMgCrMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-550454 Al8Zn3CoO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210978 Mg3Fe2H4(Se3O10)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757650 LiCoC8(N2O3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19464 Co3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757681 Li2TiMn2NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210136 ZnFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192249 Li7VGeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759040 Li2Nb2W2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849784 LiFe2C2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754657 Li3Fe3(SnO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-642974 Li2MnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212487 La2MnP2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753203 La7V2BO17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756408 LiMnAlO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1239435 Li2Mn(SeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18721 Mn2As2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-9159 Mn2H2SO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754438 CrHgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16811 CrO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225274 Cs(MoO3)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1208718 Mg(CoO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1154753 KHo(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754491 FeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177801 Tm2WO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1076455 La7SmMn3(FeO4)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-38131 FeCu(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771340 LiMnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769595 La2TiCrO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-505392 Li3FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197464 NaFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216403 Ba3Fe4P8PbO28 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559518 MnC4IO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558721 Mn6OF11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-675006 LiCoPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1660434 CoO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-768598 NaLa(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19480 K2Fe2(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221575 V2Zn3(P2O9)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1186878 Ca2CoTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105721 K4Co2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743645 PrCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19105 Li2CoSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175337 Mn2PClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222112 Er2Mo4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775949 MoPb3Cl2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771881 Na3Ni2(GeO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556209 Rb2CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758596 Co2H21I7(N2O)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-767589 Tl2MoO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1542604 NaVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214963 AlFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777788 NaLiV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765468 Cs5Mo8P(H3O16)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199136 Mn4(SiO3)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753767 VO Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765596 BaMn3Fe3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754873 LiFe4(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037593 K2RbDyV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-14118 BaBi12Mo5O34 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227173 CaLaMnNbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19225 Li4Mo5O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177290 Pr2Mo4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21145 Pr2Te4MoO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757465 Li2U3V2O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558997 SrLiCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24067 CrH10S2(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755782 LiMn3(BO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540438 K3NaCr2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755094 Ga2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222159 Mg4FeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174592 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19368 Sr2NiSe2(ClO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1316468 V2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757124 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775167 TmAg(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-21867 NaFe(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1248625 Fe2(PO3)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559250 Nb2WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19315 CsMoO2F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1289592 MnCo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8275 V2ZnCoO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704185 Co3Ag2(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752553 NaV5H18N2O19 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1017466 MoWO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18057 Co(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32502 K2CoH4(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226075 Li5Fe8(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19365 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759509 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771015 Li4Mn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24036 Zn2FeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036172 Li5Mn2CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768692 HoWClO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-714960 NiBiPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228131 VAg3HgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-580 Li2CrCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19484 KLiY2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15497 Mg2SbMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775316 VB(PbO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555799 V2Fe3Sb(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759491 CaCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26423 AlV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174009 LaFeWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757672 LaMoClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19219 Ni(IO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1114059 CaVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1320757 CrF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753032 Ba3V4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105900 NaLi2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849248 MgCr2(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560652 AgMo4H22C8(NO5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1313788 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752550 LiMo2PO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780532 V4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199746 Ba3MnNb2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756800 ZnMo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761526 MgV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24555 KLaCr2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1574993 V2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1237135 CaNiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174591 MnSeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559525 BaLiCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227378 RbV3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1100510 Li2Nb2Fe3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1651584 SrFe2Se2O Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-996996 MoPNO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198334 Cu2NiSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-649091 VP3(Pb3O8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174783 LiVF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175802 CaMnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-10447 Li2CrAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558386 YbWClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190911 Ni2As2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-530553 Gd3Y(FeO3)4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1226784 KNiH9(CO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849721 ZnCoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1249697 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1244787 LiFePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223569 VH12N3O5F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768624 CsNaMo3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-578604 Li2Fe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758951 Li3V(H6O5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752990 LiVPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212917 V3O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175766 Be(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1579553 GaNiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174814 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766456 CoWO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755171 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505766 Li4Mo3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-562216 LiCoBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198514 Li5Mn2CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-5516 Ca3Fe2Br2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19017 V2Cu(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743860 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21908 CoH20S2N6ClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1247738 Ni6OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764019 Rb2Mg2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201992 CoH2SeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759978 LiMn4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779316 LiNiSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211658 Mn4O7F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-581324 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756567 La2TiNiO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1198439 Ca2NiWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222548 Li2VP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199176 CrO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756153 CaV4O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1228930 Li5NiOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558380 Ca2Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779306 ZnCr(SiO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-777373 CoH18Br2N6ClO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752892 Sr2TaCoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-16564 VZnH14(O2F)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558638 Li2FeO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555114 Li2VP3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175661 Na2DyMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541220 Mg2VBiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773076 K2LiMnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1274182 LiCrCO3F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228050 La5Sm3Cr6(FeO12)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758482 Na2CaV12O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-602511 NaAl3Cr2O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201214 Li3NiAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761152 Li4FeSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761177 MnSn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776474 Ca(NiO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-864958 LiV2O3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757107 La5Mn7Co(PbO8)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210671 KVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-636746 K2NaCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204674 LiVF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776473 Sm2Ni2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756498 Ba2VI5O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771270 ZnCr(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194158 DySbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561180 NaFeAsO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223991 Li3Mn2Fe(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766050 Li2V2P2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540788 Ce(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752934 Li3Al2CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767600 Li3V5O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753567 V3O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196001 Ni(HO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177936 K2Cr2AsHO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192505 Cr(CO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275484 Mn12O7F17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849995 LaV2BiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1302039 Sr3LaMn4O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195528 Li7MnO5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-1037 Cs2NaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771258 LiLa6Mn3O14 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-777480 RbLiCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-572287 CrBiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180439 VTe(NO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-5997 Li3FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755842 Ba3UFe2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754504 Mg2VWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16814 Na3Fe3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510755 VO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-601323 Li5V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760228 MnC4ClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210711 Li9Mn7O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755710 RbNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558484 Ba2Ti4Cr2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-630859 Nd2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775903 Li3Mn4NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769606 Co2As2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504184 Ca2MnSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-641191 U2Tl2Mo3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775736 Ca5Cr3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639848 YCr4(CuO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-21302 Ca2MnFeSi4(HO3)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174566 Ga2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208725 Ba3NiSb2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1184398 Rb4Mo5H4Se2O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772148 Li4Mn5Nb3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752500 Mn2Cd3O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095420 K10Hf3Mo12PbO48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756326 Li2VSn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758579 Li2FeSi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207819 K2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194659 FeTe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756693 FeWClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-545469 FePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761573 Li2CoBO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774569 CaFe2BiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-985626 Li4VCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223849 K5Na3(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1239384 Li3NiPCO7 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-743867 V2Hg2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756409 Li2Ti3NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21925 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753396 RbCr4BiO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228739 Ba2AlFe3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18860 YFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220829 TlBi(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100929 LiMgIn(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18889 Li3MnBAsO7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-755100 MgCoAs2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180863 LiNi(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211586 La2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211137 Li4V2Co3Sb3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247735 Zn(NiO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757910 YMoO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228794 ZnFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211702 MoH4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850876 Na3V5H26O27 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764732 Li4Mn3Cr3(NiO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-608016 CrSi(Ag3O4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-605437 Li5Mn3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10211 Ba6Nd3TiCu6(MoO12)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19438 Sr3V3BiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1248269 Al(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037606 Li2Si2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27597 CaV5H19O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1663944 Li4MnFe3(BO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-766878 Li4MnFe3(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766408 Li4CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557902 Li2MnOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3446 CaVF4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1210143 MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208048 K2NiAuF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755942 BaCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17071 La2NiMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18041 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208771 Na2Mo(H2O3)4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-556428 Sr5Fe4MoO15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780325 MnN2F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199268 LiMg30FeO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095213 Nd3W(ClO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213187 Ni(PtO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770873 Sc2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207083 FeSnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101699 VPH5NO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199140 RbFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777453 MgSi2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182001 LiTb(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-40206 Ni2P2(C2O3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111049 Li6V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559188 MoH12C4S2(BrO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
