mp-753049 Co2(PO3)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1237178 CoO2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-555321 Na3MnBSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1080243 LiTm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26025 SrMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758530 FeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18949 Sr3Fe2(ClO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1279131 BaMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753540 Rb2Mo(SO)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1202459 Fe4Si2Sn7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755882 Ta2CrNO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504178 Li2Ti3MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755686 Li3Mn(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777664 BaVAsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1650937 Li13Mn2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17192 Mg2MnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767644 Li3SiNiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19206 CoH22C3(N3O4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735483 Li9Mn7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759808 Na2MnCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-546798 Li5Mn2Fe3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867738 Cr3Co2As2(CO)20 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-561478 CoH32C8S4(NO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562762 CoBH18Br2(N3F2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19410 CaMnGeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505040 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757374 Rb4V2S4O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17426 KMg30CoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1317687 LiV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762413 Li2Mn5(Si2O7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-554228 BaSrCaMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213391 V2Ni(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735513 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213605 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-15993 MnNi7O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774917 MnH4(SO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204321 Li5Mn6(BO3)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-603935 TiMn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771431 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209460 Li6V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8912 LaFeTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180375 Li3V3P8O29 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-10608 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753303 BaMnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761122 Mn(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17269 KLiMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777857 CaMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210292 LiMnNbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21302 Li4Cr3CuO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26704 MoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766542 Sr2CaMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037573 Li2V18O39 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218478 Fe2(SO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757742 Ba3Fe2Br2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504678 K(MoO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1273561 Li3V3Cr2O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208672 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196509 Li2Co2Si2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770890 Li2TiCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770517 KNbW2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216392 LiMnPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-704210 Ni(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177463 LiTb(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757107 Mg(MoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761246 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-13187 FePO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175164 Li6(CoO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23477 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182650 Cs3NiF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18494 KLu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705670 Pr3W(ClO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752430 Li2VSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194191 TbMoBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198646 NaVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225732 Mg4FeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31755 YVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194636 Sr2Li2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199670 ZrMn2Ag4(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754953 LiVCrP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198813 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222830 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209350 Na2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753791 NaCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29173 Na3CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558785 Rb2MoSeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21138 Ca3V2(BiO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1260352 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27806 RbCr(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755329 ScBi3(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195240 Mn2HgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211174 Ba3V4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775296 Na2LiNiF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850355 CaNiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-714885 Li2MnCuO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773607 CaCoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-584129 Na5Nd(WO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218905 Dy5(MoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-696580 VAgO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-15109 Li2Ti2Fe3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556157 Gd2MnCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191380 Cs2MnV2(ClO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562561 Ba2CrF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10090 BaTbFe4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192859 Na5La(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770761 ZnCo(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1103452 Li2Mn(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1247688 MgTi4MnZnNiO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18137 LiTiMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561028 Na6U(Mo2O9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19188 KNaMo(OF2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211565 Co(RhO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705519 SrCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182780 Co(HO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193927 MoPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208115 Li5MnO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759703 LiV(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561744 CoH22N7(ClO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761101 Li3CrClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22421 Li4Ni3SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555215 ErTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774256 MnSO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770625 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753265 Ce(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756147 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753533 CsAl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19369 Cs3Li2Al(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850971 Y2MoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1216516 HoCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759124 Cr2AsC10ClO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079901 CsY(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31603 Sr3Fe2Ag2S2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755842 Nd7V2BO17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228382 Ni2GeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25458 MoN3(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220977 LiCoH24C8(N2O3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758424 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1281117 Mn7V(PO4)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510659 Li7Co(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173879 Ba3Mo2(NO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559100 Ba6Na2Nb2V2O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222638 Li4Mn3OF8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-783910 CrHg5S2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1664125 ZnMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26359 Li9V2P4HO18 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850006 Sr4V2(Se2O7)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699558 RbMnP3HO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-669 TiNbFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175998 Sm2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559851 TaFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557902 LiFe5O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641880 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752431 Li4MnSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560270 BaMo2C4O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-781671 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540287 Ba2FeGe2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765430 NdY3(Mo4O15)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769509 ErMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210721 Sr2CoSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769473 Ba2YCr3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078353 Na2Te3Mo3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765009 KHo(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504994 MnPH6NO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754284 CsV3(TeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759970 CaNi2(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20299 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194518 CrNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758061 Li3V5O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111550 Cs8Zr(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771270 YbMoClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23578 Li8Mn3Fe5(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223629 FeF2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1194639 YCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221077 Bi2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863371 BaLa2(CoO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213769 RbIn(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19770 Na4NiP2O7F2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-558402 Na2Cr4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754861 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758349 Na5Fe2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554702 CrOF Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-4142 CsMoPO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1224465 KMg2AlFeSi3(HO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753066 Li2MnVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192857 CaLa2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221541 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-758779 CoP2H17N4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777376 CoPH21N5O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759158 CsV3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19123 Li7V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198533 Ca2MnSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176243 Li2MnV5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18571 KTb(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100528 NaLiFePO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217772 KY(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753361 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213122 NaNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752589 Ba2CoSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557947 Li4Mn5NbO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211333 Li4Fe3P4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225240 CoH19S3N5O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758721 TlCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193172 KMnVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12122 Li3Ni2P2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763365 Li2Fe3F8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767675 Li3Fe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19251 Sr2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227642 LiMnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273655 MnBePO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211994 LiFeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561180 Fe3O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-693600 Cs2Mo(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759391 NiO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211316 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218705 Li8Mn3Fe5(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704608 Fe11O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205767 MgFe(GeO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1275120 CrBiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1120771 Li5V2Co3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19310 CsNbV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192562 ErCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762830 MnTeC5O6F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757509 Li7Mn4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-647385 Na4MnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208910 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768637 ZnTeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778867 Li3Mn4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766025 Sr2Mn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223694 Fe5O7F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558445 Li2MnOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765226 CoO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201570 LiV4O5F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222712 K2CoH12(SeO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559662 SrLiLa3MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775215 Na2Co2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759125 CsCoF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505009 LiFeF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178016 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6639 CrCuAsPb2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1232352 Rb8Zr(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542979 CaV3(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765311 Ag2Mo2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-25542 Li3Co2(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100928 K2Mo(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19209 Li4Mn3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759174 Na4Zr2TiMnSi4(O8F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558666 Li4Mn3Cr3(SnO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753382 Lu2Co2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-545469 MnZn4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1276026 V16Bi3O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177446 K2MnAuF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215732 CaCr2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776040 MnH4(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211126 VCdClO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190858 Li2FeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195132 Li5Co7O3F13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561564 V3AgO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761000 K2SrNi(NO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754695 LiMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541508 Li4V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200387 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556871 RbMoPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758456 Sr3PrMn4O12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1581648 Fe7O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1078906 Li2Ni3WO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867636 Li2Ti3MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1251404 TaCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756081 Li5VO3F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220215 LiMn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766450 Li2MnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504184 VAg3HgO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1220014 UAg2(WO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196917 ZnMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684727 Ba5SrNd2Fe4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760307 MgTi2MnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25985 NaMoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762643 Co4(CuO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191502 V4OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560112 La2HfNiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-641097 MnNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752600 ZnCo3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849733 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780609 CsTm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775153 InFeO3 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-752984 Li2MnV(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555540 Sc2(WO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753300 Fe(NF2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757198 Zr2Mo(PO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32310 VCuAgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10215 SrZnCo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197470 Li4MnSn3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556491 LiNiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756832 NiCO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1236966 MgCr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559838 Ni3OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1565616 V2Pb4(Se2O7)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19357 MnH12N2(Cl2O)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735596 Mn2As2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202658 LiVSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780099 Li3Fe(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1573955 Cs6Si2NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555354 Li2CrSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754657 La6Mo8O33 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203060 MoSO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19417 Na2VPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26980 Li2Mn2P2(H4O5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194158 FeAsO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771060 VCdBiO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759149 Ba3Sm2WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697792 Sr2NiTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704189 MnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18723 KMnPH2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867647 Ba2DyV3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221578 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
