mp-753521 BaVSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759703 Sr2FeClO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1187773 FeO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752558 KVCdO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-698100 SrLaTaNiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765631 Mg14MnZnO16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1210781 Er2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770761 NaDy(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704114 Mo12PH24C6N3O40 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26576 Sr4MoN4O Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-777349 RbV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037040 Li3Co2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562561 Li8NiO5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206730 Li2VGeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557553 Ca2La8Ti5Cr5O30 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776428 Li6CoOF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177931 NaMoC2NO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209210 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15991 BaNa2Fe4F12 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1178001 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758108 Ba2V3InO11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753381 CrHg3O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771199 CrO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1290104 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211766 Li2Cr3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31760 Li6FeCoP2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555626 V6O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572452 CsEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556401 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775189 FeSnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1238483 Li3NbV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761026 Li3MnV(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758865 Li4Al3Cr3(SbO8)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1215794 MoH4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777758 CsTb(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760224 Sr2CaMoO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-556723 Mn4ZnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769463 LiFeSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556488 TaMn2FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211916 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178214 CaCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216284 Mn8O13F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213319 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177936 Li4Ni2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194277 Mn3OF8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227849 MnH12N2(Cl2O)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760313 Li2V3O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218724 Mn(SbO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192739 RbLiCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111102 Ni2BiB(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1248567 LiV3(CoO6)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-775018 Rb4Na2Mn2H12C10N11O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-532540 LiMg4V3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226157 Li2FeO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625714 Li2Co3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221015 Na2U(MoO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210927 NaMn2Mo2H3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095252 NaVZnP2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10016 Na2CoCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753760 CrPbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-581919 LiMnCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1308540 SrLaMnO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779016 NiBiPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-683791 Rb6U2W4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556606 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772044 Al2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174453 CaLaTaCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777878 K2CoF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194363 Sr3Fe2Cu2S2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1238261 LiVP3HO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753016 PrSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775393 TmTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1322486 MnGeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1638873 RbFeF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755037 MnSeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761054 K2Mo2H4C4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200031 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756298 Li4TiCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505247 Li5Fe8(BO3)8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1226365 ScMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560925 V2ZnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850898 RbTb(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1224080 LiTiFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273059 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1080670 AlFeO3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1213379 La2TiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554329 Nd4CuNiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201209 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754122 CrO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1264233 DyTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555364 Mn2PH9(C4O3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23130 Li3Al2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1248504 Li2V3SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755211 CsPr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227411 K2Mo4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770873 NaVCdO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756396 Li2MnF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561324 CoH12CN4ClO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559431 V3H4NO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200300 Na5Ca2Fe3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756589 VPO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218741 Li3CoPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773204 K8V2(S2O9)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759125 Co2H36N13Cl5O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221180 Na3PrV2O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1296207 MgFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757405 Ba2TaFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542210 Li3Mn4(BO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1309988 Na2ErMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1289597 KNbW2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-674948 BaV2O6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-780148 Ti2MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1539213 VHO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175847 KCr2FeO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181908 CoH9(NO)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19012 Ba2YNi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757411 RbLiNd2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1258028 Li8Mn7Co(PO4)12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17170 Eu2MnSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1567247 Sr2FeSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778208 Cr2Ag2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752640 Li4MnSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221578 BaSr4(FeO2)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-715574 KSrVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704408 MnZn4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1147749 LaFeAsO Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1223183 Na3MnSiBO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-448 Li2MnCo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756667 MgFeSiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174771 LiMnH6O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1273331 Na6MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770553 K2CrSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770766 MnMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776394 Fe6O7F6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19011 Li2VBPO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176658 Co2SnC8(ClO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1076459 Hg2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18786 Na2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780499 La6Sm2V3Cr5O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554685 Li4Mn3Nb3(SbO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560861 VZnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766092 Na3VSiBO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1178111 NiH20Se2(NO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770625 SrDyCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27704 MnCd4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765470 BaFe(Si2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173719 Li2Fe2Si2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-545522 V2B(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221398 NaCaMgCr(SiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760202 RbV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-687090 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754402 Li6V2OF11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-561060 Pr2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198239 CaNiF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759362 MgCr2(SiO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18398 Ni2(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-543110 Ba2SrV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759294 DyMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1581648 SrVSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757010 BaFeF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758698 Na4Mn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213209 BaCo4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556779 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-673839 Li5Ti2Mn3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758747 FeP4(C2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774491 Li4CrNi3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078906 RbNaCr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753227 LiV6P7O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208868 Ba6V4S11O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18245 Li2Ni2SbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755545 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756613 Si4Mo2P4O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223694 Tb2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210933 Sr3Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561991 NiSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19203 FePH6NO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753688 Li3CrClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209315 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212303 LiVF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540582 Na2VCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21179 Mn(ReO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-2272 Na3VB6O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6409 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1223548 CaFeBiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26221 VZn6P3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22006 Sr2YCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190858 Na2CrCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755762 LiMnP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1197761 Sr7CaTi7MnO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697924 CoGeO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1244739 Sr10Mg5Mo(W2O15)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-656887 V2CdO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195998 RbFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754983 Li2MnO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-12194 KNaMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224359 Li2FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-868632 LiCoSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753479 La2MgMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1281224 V2Bi4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1315819 Rh2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761179 NaLa(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1262309 Ag2Te4MoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755262 Ba2Li3Ho3(WO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755657 Li3VO3F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204461 MnAl2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863379 Nb2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199843 LiFe2F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755285 Li2SiNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759039 Li2VO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23718 Mn2PC5NO11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-653788 LiVPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625731 Sr2TiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100596 Li2Co(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19005 KMg30CoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757622 KPr(MoO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1192820 CaLaMnNbO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-27494 MnHC3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1259496 LiFeBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560723 FeHO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-556026 LiVSiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2547 SrV2TeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076063 CoO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705134 NaBi(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222368 CrAgO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559155 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780617 LiMo2P3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753672 BaCo2(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19362 Li(NiO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221835 BaNb2V2O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1283088 Na3ErV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223374 K2Mo(SO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757804 Na4VHO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1206526 SrMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199088 Li3Co2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15849 Li4CoOF5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1291102 V2Bi8O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201322 MoWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774236 Co2HgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21126 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753114 Li3VCrP2(HO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-761481 FeH4S2NO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753014 Li4Mn3Fe3(NiO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190827 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756699 LiFe4(BO3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-554803 Ba2MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222159 V3CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220749 HoMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9168 HfMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-675305 Li17(Co4O9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754657 VH9C3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196576 Sr2YAlCr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273655 NiWO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175282 Na4MnAl3Si3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275120 NiH15IO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1638745 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753866 NaLi2V3O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770349 Mn3Cr2Fe(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26618 LiFe(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771330 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1220965 Li2MnFe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1002570 V8O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216423 MoH8(NO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765641 MnPbO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209371 KLiNiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200595 NiPbO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101433 LiMnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177871 Co(Bi5O8)5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-18233 CaFe(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752988 Li2MnSi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755965 LiAlCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215656 ZrCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16814 LiVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9983 Ni(PO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18937 LuMoClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24573 VO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-613227 K2Na2Nb(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200083 Li4Mn3Sn(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037420 BaLa3Mn4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754789 Li6Mn2O5F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101535 MgZr3Tl10(MoO4)12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755002 Li2Fe(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208466 KMgV5(H8O11)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758823 LiVSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771515 SrCaTiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-581162 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217004 NiH8C4(NO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194736 Li3Al2CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558956 Ti(FeO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1572819 Li2Mn2P4H3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211715 Li2Ti4Co(AsO5)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1076874 Rb3NiF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556016 NaCr2P2O9 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-649195 Li4FeP2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761568 SrMnSbF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1297758 TaTiFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18935 ThV2SeO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753602 VCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768542 Li5Mn(SiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758074 Li2Fe(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774676 VAg2AsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772660 LiCoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778302 LiCr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21874 Ca8Al9Fe3Si12(HO13)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194804 LiV3(TeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17335 Li3Mn4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705034 Fe2TeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223569 SrCaTiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556415 Cd4Mo3WO16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19287 AgMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201407 CsNiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26403 Na6MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1304884 Li2Mn2Si2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754421 ErVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19206 LiInMo3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
