mp-1218736 YCu3(WO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193122 SrZnCo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541075 Sr2LaMn2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218808 KNaMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752722 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765744 Li3CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197988 VZnBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754743 Li2VO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1297760 LiVF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753480 Na2DyPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764607 Li2Fe2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-581225 Tl3V5O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-868632 Li2Co2Si2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-775022 Na2CrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3741 Ti3NiBi2(PbO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766210 LiNiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772660 Mg2Ta2MnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17034 Mg2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19381 Ca2VBiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20964 SrCrO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19388 LiV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754450 Mo(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211353 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755555 YVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1142713 Fe3(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215738 Ba2MnMoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1293819 BaSm2(CoO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1318530 Sr2ZnMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27913 VOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212977 Li3V3(BO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768728 Li2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557519 Na2CrCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556535 Li6V3W3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1651584 MgMnO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-17542 KMn4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214408 NaV(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-14118 KMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24828 Sr2V2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19362 K2CoH4(SeO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510763 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17967 Na3Fe2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26021 LiFeF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227324 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773505 Sr2TiMnO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771087 Mg5V2(MoO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177582 NbTlV2O8 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1569231 Sr2CoSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272524 Li3Al2FeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223057 GdFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698567 Tm2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772666 Ga2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743581 Li10Mn3Cr3(CoO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850401 CoBiAsO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-2980 Ba2YTlCo2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218326 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555123 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-545522 Li2Mn2(SO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758877 Sr2CoSe2(ClO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193940 Li2MnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562985 CsSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753807 BaMo3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1183981 Ba2V2Te2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559500 FeP4(C2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180349 LiVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19052 NaNi2H3(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211965 Li2Fe2(SiO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755942 Li6NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770895 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1666509 TiFe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764760 MnH(CO)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19417 NaEr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756326 LiCoOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-4408 Ba2PrV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211523 Li2Mn3O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209929 ErSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759703 LiV3(TeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754094 Li3Fe3NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757297 Sr4Mn3BO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18809 Li4V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758465 Sr4NbCoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1294618 VH9C3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174010 Sm3VGeO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764931 Cd3Co2H44Br12(N3O)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275484 V6H2Pb4Se3O26 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763347 MgFeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770491 La12Ga23WO56 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19079 RbNiW(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208397 LiLa4MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768607 La4MnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754656 Li2MnSiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1223991 Li3Ni2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2601 KEr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554786 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19424 Cr3B7ClO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753282 Mo(NO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19128 KTb2Cu(MoO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177924 K2LiVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755879 Sr2La2MnZnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756906 Li2TiV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754744 RbCo(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193226 Li2FeO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226872 Li2Cr3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755680 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222254 NaFe(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201463 Li2FeO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211145 Ca3Fe2Br2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755851 MoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227544 Sb2Te3MoC4(OF3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198234 LiFeP2H5O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196938 K2Mo2H4C4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19166 LiCrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220416 LiNiO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1173862 HoNiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849381 CoSe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1542939 K2Be2NiH6F8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754070 Y4Si2Sb2W13O28 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-581171 CaCoSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561035 AlFe(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-556889 MgV5H20NO22 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704114 Li3Fe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213321 MnVCuO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18989 V3Co(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176172 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195400 K2FeH2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26417 Mg(FeO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19219 Sr3CaTi3MnO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1645095 LiNi(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772272 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193430 KMn2P2HO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17269 NaCrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705430 Li5V2P5O18 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182041 VPPb3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26785 LiNiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-684784 Ti3Co2Sb(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759103 Ba6Nd2Y(MoO6)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1568137 VBiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197869 Li3Cr(Si2O5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762454 LiCrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10905 K2Mo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17426 V2Pb2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22822 SrLaTiFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1286807 LaMgTaFeO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1175441 LiFe2P2HO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756340 Li3MnF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177789 EuVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780876 La2NbNiO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752552 KCoH6(N3O4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19305 SrMoAsH3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1224423 TaVO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218828 Li6Mn5Fe(BO3)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774249 LiMn2(BO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-744463 Sr10Mg5Mo4WO30 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210051 KMn(SeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-700 MnAlF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32471 FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194448 Mn(SbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18997 LaCr4(CuO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504636 Cs2Na8U8Mo5O44 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760235 TiMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-687091 Te4Mo(OF4)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-683501 Li2FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227411 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222345 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756659 LiDy(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849412 K2MnH4(Cl2O)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-764488 BaFe(Si2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770995 MnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-607824 TiVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178549 Na5VO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202287 CuBi(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-768837 LiMn2TeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762529 AlVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2985 Fe4O3F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224232 FeSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1320691 LiVPHO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1189416 Na4Th(WO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076885 Na3(CoO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195387 K3ReMoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1097054 Tb2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558070 Zr2Mo(PO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770873 NdFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558484 Rb5(FeO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755310 Li2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194639 Li3Mn4NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201553 Co2BiB(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772631 MgV2PbO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076191 Li2Co2(SiO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562327 CrInO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209114 Tl4V5CdClO15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208009 V2ZnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1645234 CrSO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-17724 Mo4H8N2O13 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-555962 Mn2FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760042 KV(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757232 Mn2ZnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214859 Ba2V3BiO11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222477 NaLi2MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863371 Na3Mn2BO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510036 VOF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558968 LaZnFeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101223 CrBiTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2307 Li3NiPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222638 MgV2(CuO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760997 FeP2H6NO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221077 SrLaMnO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194921 Mn2F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753135 Fe2O3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219340 LaFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25082 ThCd(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-551403 Cs2ZrMn(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771705 SmVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-622278 Ca2MnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227754 Li2TiV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776054 Sr2NiTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7920 Li2Ti3NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-851087 La4Nb(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-734 Sr2CaMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1038744 VGa(TeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752747 KCo(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757152 V2Bi4O11 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-756362 Ni(XeF8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1095090 BaMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-648893 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226239 Cr3Co2As2(CO)20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-584129 Na3Li(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772121 Mn2InC10ClO10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211449 LiMg30CoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101240 Nd2MnAs2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505170 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760272 KNaV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776272 K2LiMnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771843 Sr2MgMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191330 Mg2VBiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272303 Li6VCrP2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759726 LiZn(Fe5O8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205336 V(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763878 Te2MoO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190931 NiTeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-554492 Ag2Mo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639333 Li4Fe(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213176 Ca3Mn2(SiO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-1236 Na2AlFe(SiO3)4 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-756254 CaLaTaCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690490 LiMg4V3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761105 NiAuO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-674948 Li2Cr2FeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222816 La2NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18925 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19162 Fe3C10SeO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690540 V(AgO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755545 MoH8N2O5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765636 Li6MnFe5(BO3)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756249 Ag2Mo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17502 V2PH10C2N2O8F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554148 Li3Mn3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31755 LiCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201692 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-25265 Li3CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780652 Mn2InC10IO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1313114 Na2FeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213781 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195674 VReO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867558 V3Zn7H3SO19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759431 Li4Mn(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756584 MgMnSiO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-561428 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757510 V2ZnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767276 Li2Mn3SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554181 Na3LaV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765753 CrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1272911 MoAs2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755733 LiNbTe2WO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559525 Zn2FeWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209660 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754924 K2Mn2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3999 MoPb3Cl2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770381 Sr4MoN4O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173115 Li4Mn3(FeO5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-778830 MnAgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758663 LiFeSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221243 Fe3(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752690 Co2H22C(N2O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1318386 Li5Mn2CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753265 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778901 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775216 Y2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765586 Ti15VO24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772638 Sr3Ca5Fe4(CoO6)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773513 Sr18Co14O45 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867679 LiV(IO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-8343 CaNiF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-772169 SrCaTiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207646 Sr2NiTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757622 FeCO3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-694933 FeNiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757355 NaMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764882 Li2MnNb3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209371 Li2MnO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780087 Li2Mo4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770887 CoBrN5O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-745257 FeF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27503 K2Mo(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1237644 Zn4Fe5(P3O14)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208141 LiFe2F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764465 Li2FeCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760089 V(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755788 Ba2NbCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558005 LiMn2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766461 Ba3MnNb2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561554 VPO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757195 MnSeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756172 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1666215 BaTeMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
