mp-653922 CrNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-552567 Co4Ge(CO)13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19374 LiV(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191511 NiP4N2O19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193007 Sr2FeBiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203349 LuSc(FeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542317 K2LiIn(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757268 MnPH6NO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-631631 Mg3Co2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863398 Fe3(SiO4)2 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-27055 CoF3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1217380 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105546 CoTe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770552 Sm3MoO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761573 CoH14N5O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556249 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26293 Li2CoSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754098 VFeP2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-687091 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1237189 Mn2SnC10(ClO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190493 RbLiV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1002573 Ba3TiZnWO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227761 UBi4WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504510 Na3CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554340 NdTl(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1569484 KMnF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753604 VHO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1003313 CsMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26127 VOF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770678 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744260 Li2Ti3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222435 ErCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779057 Na3VS3O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204931 Na5Tb(WO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1180274 MnZn2SiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20090 BaAlFe4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19903 Li5Co3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541918 V2Pb4(Se2O7)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775200 Na3FeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-645743 LiMnBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764685 Li7V7P6(O8F)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-622602 NiH12SO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768381 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1213695 Mn3Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1245257 Na2Cr4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766011 Li2FeP2HO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-7384 AlNiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772665 CuBi(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221970 LiYb(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173880 MnZn4O5 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1200917 CaCr(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780477 MgV2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216344 Li2FeSn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752972 Cr4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104788 BaMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753993 Ca2CoTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753496 La2CrO6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-867719 Ba3Al2Ga2(FeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754807 TmSbMo2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850188 Li6V3Sb3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224519 CaPrCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198978 Tb2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761005 NaNbWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763908 CoH12CN4ClO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754977 FeSb2WC8Se2(O2F3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770078 VZnBiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222066 Li5Mn6(BO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21522 GdMn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-781683 Fe4Pb(CO)16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227834 TiMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765621 Co3C10ClO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5456 Li2Cr3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218233 Ba3Y2WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694996 Rh2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25407 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755622 LiV2F7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-698669 Sr4Re2NiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559851 TbVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770944 KLiMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202181 MnH12C2NCl3O2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771145 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228485 MnO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076603 KMg2AlFeSi3(HO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210977 MnSnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775015 FeSb2C6(OF2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27309 YCu3(NiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758716 Li3Mn2(SiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756524 Li4Fe(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176965 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505263 VInO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173267 Ti5Fe11O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1304693 Mg30MnAlO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766127 CrAgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101304 Li5V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756640 BaYbCo4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756217 VIn(SeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779449 Na3(CoO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1274653 CaV2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765407 RbIn(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194804 Li2CuNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175566 Li3Cr2(FeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1288126 Ca2MgV10(H8O11)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-608357 MnP2O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1209371 Tb2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216392 Cu3NiH6(ClO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1205671 Rb2U(MoO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29893 K3MoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1284649 Sm2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771339 Li2Co(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211622 Mn3(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198514 SrCa3(Co2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765147 MgNi(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753893 LiV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227125 BaMnF4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1198653 Li6MnV3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209431 CrH8(NO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554075 V6O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17170 K2MoS3O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25445 Li3Mn4(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755360 Li2CoSiO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-761173 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17507 Fe7(SiO3)8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-555748 RbLiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771974 K2Zn2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194619 Nd2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078906 Cr3BO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214357 Sr3Fe2Ag2S2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754313 Li4MnCo2O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-675006 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-746778 V2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756328 Rb3NiF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190839 CsTiMnOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16799 Li7MnO5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850401 Ba2V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19450 CaNdMn2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104384 Ba2Co2ClF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219784 CsMoP2HO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19143 Ba2FeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758022 Ba2MoO3F4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223290 CsNpMoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758132 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763275 Li2Co3SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754905 TbWBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10466 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196885 Tb2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1272749 Li5Mn2Cu5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753587 Na2NiH6C4N4O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765310 MoPH3O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774898 MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560897 CrH17N4Cl2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18943 FeO Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-744755 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1667275 Tl2Mo7O22 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756987 Rb3NiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766005 Ca2NiWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559178 LiCoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754980 VZn2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775798 Li2CrNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760981 Ba3Nb2NiO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757185 NaFeAsO4F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-867150 LiNiSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774823 MnCO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849434 LiVF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1567247 ZrCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770737 Sr3Y2FeCu3BiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753811 LiMn3CrO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1200193 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22296 VAsO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224359 Cs2Cr4Cd(HO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560575 MnCO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273212 Rb8Hf(MoO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22730 CsTm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556092 V2PbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216433 ZnTeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743873 Li2VPO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690568 Fe15O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-545522 Li5Nb2Co3O10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-510575 Nb2WO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758746 BaFe2F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10075 LiV(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773182 Mn6O7F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554919 Sr2YMn2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195300 Mn3O4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1209387 NaVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8329 LiVSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195277 V2(CuO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-774 Li4Mn3V2Sb3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1296186 Gd2VFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540864 MnZn2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558215 Na3Cr2(AsO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197180 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758580 Na2ErPWO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774920 Ba3In2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196938 Na3SmV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194388 Li9Co7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215728 Li2NiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555287 Li2MnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541775 Mn12O5F19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225929 CrF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27102 Na3V(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755180 Li3MnPCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753927 LiNbTe2WO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698567 CaMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19302 Li2CrCo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775204 Li2VSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182780 LiMnF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182650 ZnCr(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23134 LiNi(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223556 Na2Mg3(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-4989 BaYbCo4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765552 K2LiMnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776289 Rb2Mo2H4C4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1642024 V2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1648171 NaY(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765735 Li2Ti3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753985 V2P2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191084 Fe4O3F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7372 Dy2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1113894 LiMnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221598 Li2Fe2Si2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765593 CaCr4O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768431 KHo(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757451 Mg30FeSiO32 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1200438 Ba2CoSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759453 Li14Cr2N8O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772586 Ni(IO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763901 KMoAsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111601 Mn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220416 Li2VO2F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-778931 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1304076 Li2NiSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753488 V2Pb2Se2O11 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-775177 MnC5BrO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-572159 FeF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758349 Ba3Mn2IrO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758865 Li4V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762018 V2SiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-721062 Li2Co3SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559503 Li8Mn5Fe3(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-699535 Li2FeF4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-19315 Na2TmPWO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-550944 Li3VP3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3872 TlCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274301 Mo4H12N2O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-616215 LiMg30FeO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220516 Hf(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214549 K4Li3Nb18P12(WO42)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228163 Cr2ReO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757611 LiNi3P3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764991 LiV5H18N2O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10947 Li2FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743569 K3V3(AsO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770950 VFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-552051 Na2YMoPO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221952 Fe2C2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23999 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1641248 K3MnPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1277814 VPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759703 Li4MnO2F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755844 AlV2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173270 BaCo2(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18251 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19147 ScTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228131 Y2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-549237 Li2TiFe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-696630 FePO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17968 VClO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213681 LiMnP3HO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560793 Mg3Ni3(AsO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216516 KVH2SO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-720829 VH8C2N2O6F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174763 Ni2Hg2SF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10468 La13Mn14O42 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202511 LiY(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755702 BaTb2NiO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755842 BeCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-650817 Ca3Fe2Br2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194642 Li2TiFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191502 KLi2FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27186 MgCo2(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-561100 MnC6S2NO5F6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863394 Ca2CrWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765036 Li2NbCo3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754670 Ti3Fe(BiO3)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561272 SrV2TeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767720 Tl2NiP4(HO2)8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-23111 MgMo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754949 MgMnB2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777727 Li4CrGa3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559316 Sr2Fe2Se2OF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756667 SrCaV2O6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-608016 Nd3BWO9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1221575 Er2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197813 NaV13O18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1265780 LiVCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542979 RbSm(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10106 V3Co(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22427 Li11V12(CoO8)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1186878 Ba3V4PbO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541190 Cr2(Hg2O3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224232 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17340 Li6CrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777758 FeB4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223721 BaTbMn2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753688 MnOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754504 LiVSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760189 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560690 Li24Ti5Cr7O36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1287184 NaNb7V2O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505168 MnB4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757370 LiVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760042 MgMn(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209767 Cd(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867515 Hf(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555114 Cs2MnV2(BrO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
