mp-754904 NdMnPO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-4669 Mn2P2C12S(O2F3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752560 TbWBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769558 Li3VO3F2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559941 Na3Sc2V3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772550 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-532050 Li4V3CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19217 LiVPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755235 Mg10FeO11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19330 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221127 LiMoAsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218828 Te6Mo(OF5)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228549 YbCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175196 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25445 Ta2CrNO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5033 VCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201848 HoTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207052 Zn2Mo2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19388 LiV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754722 Li4VO3F2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1037789 Mg2Ta2CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641568 Li4Cr2Fe3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27604 Li3Cr2P2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228195 KSrVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540984 Ta2FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1312822 Li5Mn6(BO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18748 Li2MnSn3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190901 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554911 Li5Mn6(BO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18935 LiCdMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25394 Nd2Zr3(MoO4)9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561778 Cr3Co2As2(CO)20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211686 MgMnB2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-30539 Te4Mo(OF4)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29142 Fe2Pb3WO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-973926 Y4CdMo3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-654305 AlCu(WO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1194816 YMg30CoO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192147 Ba2MnGe2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770344 ZnNiF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201770 Mg2CoWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191380 Rb2MoS3O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757934 RbLiCrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-776053 Li8Mn6(FeO6)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17426 Li2CoSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510562 NaV3F10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-761202 Li3V(BO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228193 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557442 CaV4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25265 Li3V2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214404 Rb3Na(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-13310 Co4B6O13 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1202200 SrMnZn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770678 Ba2Li3Y3(MoO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546936 CsLa(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197635 SrCaMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210325 Li7VGeO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1223519 Ga2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778744 Ba3CoSb2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1181747 Ca3Al4CoO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752892 Li32Mn11Cr5O48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100641 Sr3Ca5Mn8O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759105 RbFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1286228 Li3MnV(PO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-560175 CsNaMo3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560276 Mg2Mn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208509 SnMoH6(CO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26372 V4O7F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758195 Cs2CrH2Cl5O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205336 TiMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177129 Co2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760010 MoH12N3O3F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218641 LiVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757297 Ca2CrSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-545348 CaLa2Mn3O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198978 Li7Mn5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18846 Li3Fe2(SiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196585 Rb2FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753531 Rb2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223556 Lu2V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558997 Co2H22C(N2O3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18844 Li2Mn(BO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1223257 Na2TmMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211004 Mg30NbVO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223374 FeC7(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26400 NaMoF6 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-777279 ScVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765962 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766424 BaMo2Se2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760938 Zr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765988 K3NdV2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18772 Na4Mo(NO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775205 BaLu2NiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735596 CoP3H16N4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193798 NiH12S2(NO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-651301 LiVCO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572886 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754451 Na2NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21633 MnNi3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753491 Li2Mn2P4H3O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-780499 Li3MnV4O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218775 RbNd(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776867 CoTe(PbO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104220 K2MoSO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773050 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752774 Mn(PO3)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-776062 Li3V(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559318 KTb(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753584 Li3Cu(NiO3)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1227241 K2FeH2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174854 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1097047 Co(PtO2)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-777480 Li2VCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26188 La2CrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761763 Cs2Mo3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849434 Cd4Mo3WO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753359 PrVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1198813 Li3CrPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561048 Ti2MnNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226176 Li5Fe3(SbO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213316 Li2MnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19143 Li4V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752913 AgMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218701 K4MoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32311 MoSO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1207646 LiCaFe3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760042 Sr2CaMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104363 Ba2TaCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758003 LiVOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1662022 Li2FePO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755411 Ba3V2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755199 CrSnSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-16046 Li2MnCoO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19231 NbCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10585 MgV2(SiO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201418 CoH9C4NO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770390 MnHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26127 RbCr(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209367 Li2Mn3NbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755628 Na6Mo11O36 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1303308 CsRb2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776420 SrLaTaNiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213163 Li2Mn2P2(H4O5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766815 Tb2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556966 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197022 Li2MnCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690534 Li4Cr3Co3(SnO8)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-504844 RbSm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-691106 Na3V5O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226180 Na3NiPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104323 Rb4Mo5H4Se2O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758277 ScVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19052 Li2CoO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759758 Li2MnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19213 Li2Fe3CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222209 Li2Fe(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215685 TiMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-697813 Li4Mn3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037122 KNiAsO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182407 LiFe5O3F5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-752814 Ti4FeBi3O14 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1219781 CaNdCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754656 Na3MnBSO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774338 BaYMnCuO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850898 Na2Fe(Si2O5)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1208589 K3NaMoC4(N2O)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780785 Li3FeF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-637244 LiVTeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1071505 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510625 MgFe2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760320 Sr2MnAlCu2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20014 CsV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111789 Li2FeNi(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758022 CoAgO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228751 BaFe(Si2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765964 Li5Mn(CoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755077 Sr2AlCoCu2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761233 VF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176044 KLiMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210573 VF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772016 ErCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541006 Li2FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202595 CoCu(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776429 Nd2TeMo6H38O43 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1303634 LaFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10626 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182443 Li4TiCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756254 AlV2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19084 Rb7VSiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558909 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201187 Li2VSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-562661 LiMn5O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226157 RbSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-581324 K2LiFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19320 Li6AlFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195428 La3MoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850913 LiAlNi3O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558250 Ni(PtO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755283 Li3FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-545850 V2CdO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684996 Li3Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777452 Li3MnCoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776440 MnGaH4O2F5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753012 LiVNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274694 Mn(AsO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554324 FeSb2WC8Se2(O2F3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228382 CsMoF7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1291800 Sr2FeOsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212977 VAs2H4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697306 Na2CoAgF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780526 Li2MnCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180698 Li7Co5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209234 KSm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26365 MgTi3Pb5WO15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780331 AlCrMo6(H19O20)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-694926 YMnF5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-20968 MnO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-28398 K2MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760178 Li2FeO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1094054 CoBi6(SO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777734 CrO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555930 Sr2Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173735 CsSm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760101 AgMo3P3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25458 Li2CoGeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176402 Li2VOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178771 Li11Nb4(Ni3O8)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760974 Cr2(Hg2O3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209629 SrCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756943 Na2V2ZnO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-556688 Ba2GdMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23061 NaTiFeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18723 Li2Cr4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772168 CsMg30CrO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223676 Al2(MoO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756328 V4OF11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780099 Li5FeO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18789 BaV2(NiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208998 LiNi4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-781081 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705013 MoCl5O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179229 Co2BiB(PO5)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-755176 NbTlWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1568152 Li4Co5SbO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-674490 Ca4Al6MoO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753034 Ca5V3ClO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766127 BaSr4(FeO2)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775337 V2Bi4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867150 KNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768712 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505263 Mn7(AsO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765498 LiVF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1194929 VH16C4(NO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540287 Sb2Mo10O31 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752976 BaCaV2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558046 K4BaV6O18 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-17542 LiTi3VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210734 ZnCo(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761472 BaCr4O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849749 Li2CrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17544 MnWO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754042 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753501 LiVSiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19082 Li3Mn2Fe(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174307 LaTaZnFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542168 Al8Zn3CoO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29146 Na3MnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756824 ErVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694996 Na2NiH20C12(N2O3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849504 LiMn2(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1238159 K4Li7Mn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752697 Sr2TaMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-643427 La7V2BO17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19047 Li2NiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177757 Sm2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510281 RbLiNd2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780882 K2Mo3SO17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1207842 NaFe(SeO3)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1278046 Li3V(Si2O5)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213099 MgNiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764959 Fe3(OF3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19399 Li2Mn2F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182699 Na3VPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-549058 Na2MnFeF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1567273 Li2TiNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557923 Li5Mn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756669 Ba2V2Te2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18571 Fe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-14498 Na5Tb(WO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29893 Li7Ho3(MoO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17450 MgV2(BiO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772661 LiFePH2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-975346 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193780 Ge3(MoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227000 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095420 Mg11Mn2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773512 Rb2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181908 Li4Cr(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775216 Mn12O5F19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174093 MgMoH2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212205 Li3Mn2P4HO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758949 CoSb(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704102 Al2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213157 Ni(HO)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1078473 Cs2LiVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759317 NaCo(CO)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-772210 Li6CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753143 BaZnCoF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208215 Fe2C4Cl2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867960 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20989 TiFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760932 Mn3Cu3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19137 Li7Co5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228080 Na3VP8O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
