mp-775211 Li3MnSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753308 Mn(IO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197232 K8Th(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758610 Li8ScFe7(SiO3)16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555325 La2Fe2S2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560148 Ho2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-746324 MgSi2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561180 LaZnFeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744534 LiVPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24476 CrC5SO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1229198 Fe(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754669 Mg2VBiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209239 Na3Fe(SO5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-16832 Ba5SrNd2Fe4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765647 Li5Ti2Mn3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561743 Li2Mn3NbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037086 Na3CoBAsO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214103 Sr2MnGaO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217521 Ta2CrNO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210978 MgTi2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770715 Li3MnP2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227224 Li6NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756707 FeSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16868 Li2V3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775252 Sr6Nd4Mn3(RhO10)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192505 MgMnB2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752774 VAgO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759038 MnFe2(PO9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753281 Y2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661647 KMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19116 KFe(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556313 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555417 Na5LiFe2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753061 Sr2TaMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759009 Li3VPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-622521 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211704 LiVF6 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mvc-14924 Na2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18487 Li8Ni(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759934 CoH22C3(N3O4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-423 Co2Br5N9O2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757214 Li2Co3SbO8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-626540 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100623 Li3MnOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639333 Li4Cr2Ni5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272625 Sr2YMo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076147 Li4Mn3Cu3(WO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557259 RbPr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205906 FeMoClO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-557209 DyCu(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772649 MoH4C(NO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-780515 VFe3Co2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562762 RbMoPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779534 HoCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757668 VCrSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192059 LiVOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226154 NaCa3Fe4(SiO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18740 Mg(MoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095170 CrReO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-17458 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-34978 Li6VO5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772441 Mg2CoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211174 SiMo12H24C6N3O40 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177508 Na6U2Mo4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19365 Fe12PbO19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560164 Mg2TaCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18233 Li4V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756155 Li2TiMn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753647 Sr3NiPtO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765600 MnFe2Ag2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743546 MnPb2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754615 Mn3O5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173961 Li4MnCo2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-16967 Li2VCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1308941 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556265 KMnH4Cl3O2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-35975 Fe4O3F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540767 RbMoAsO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18960 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28631 Sr2MnNbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174780 K4MoS3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1188729 K2MoO3F4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-774401 NaCaMgCr(SiO3)4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-752778 Li2Mn(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-891956 Li4Mn3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771974 SrLa3MnCuO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-642398 LaMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037038 Li3Ni4O4F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1292257 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220767 K2CrH2Cl5O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772586 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561954 BaPr3(NiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772131 Mn6O5F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752427 Fe2C8SO10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756221 Mn2P2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554340 SrMg30VO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1667834 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213654 Ca2TiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554980 BaMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780162 LiMg4V3O12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1227712 Na2Te4MoO12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-553947 Na2Zn11(MoO4)12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772121 CaV4(AgO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-697306 CsMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25542 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-32244 Tm2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780526 Mn6Zn3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199018 Ti3FeNi2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174160 Li7Ni2P7O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557663 UTl2(MoO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12280 MnF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23456 Co6Ge2(CO)19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755390 Li3MnV(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9190 CoH4(CO3)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-766050 VO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505245 LiMnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774174 Sr3Fe2Ag2S2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558344 VHO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1220980 La2MoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770967 Li9Y(NiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778359 Cs2NaMoC4N7O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1002572 Li2Mn3O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178090 MnC6S2NO5F6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761008 LiVOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759260 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19251 Co2HgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760126 V2Bi8O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1568793 Ba6V4S11O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111099 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752488 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100654 CsDy(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850402 Li2CoSn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5737 Li4Co3O3F4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-647352 Ca3CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-15526 Li2NbV(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218679 Cr7FeO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625838 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849412 Li2NbV3O8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-542563 Rb2TeMo2(PO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279231 Ba7Nb4MoO20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756413 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763482 LiMn2O2F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19430 Mg3Cr2(Si2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095420 Nb2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559500 TmTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16799 Rb4Mo5(PO11)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753265 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190856 V3H8C2NO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-851095 BaEr2NiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753865 Li2MnO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560897 KNbV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199642 MoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773109 LiVNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-532590 Li4MnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213147 Li2Ni(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770737 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211809 CaLa2Ti2Cr2O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777388 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26406 Rb2CoHgF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-14391 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541211 Zr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778667 Li2MnFe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2501 Rb3V5O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1238731 Yb2Fe3O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-25394 NaFe(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218467 BaTlVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214549 Ti4Cr3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1296090 Ba3Ti(FeO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-706239 LiLa4MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198790 Ti3V5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-715438 K2Mo(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773130 LiMnBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757742 Mo4H12N2O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759794 Ca3Co4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18527 CsThMo2ClO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213667 K2CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213335 Li2Fe(CoO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778015 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778489 LiVPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759065 Cs2Mo5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214963 PrAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753561 V3O7F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176731 K3VO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1305171 VH2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1312206 NiSO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101382 Li9V6(P8O29)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772549 MoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176291 CaMnF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755527 KLiNd2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-636215 Na2ZnFe2(PO4)3 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1199578 Li8CoO5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758277 Fe3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754958 Rb2Mo3SO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558721 Rb2U2Mo3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218631 Ba2Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705134 Na3CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555607 TaTiCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100823 LiFe2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1306165 K2MgZr(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1274182 AlVMoO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213163 Ba2NbFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752747 CrH18C5(NO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555799 Sr3V3BiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-584012 LiVCrP2(HO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218756 Na3NdV2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1209331 KMg30MnO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1239442 LiMnP2HO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760942 Li2MnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756589 MgMo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199810 LiVTeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036366 VH10SNO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1282857 Ba5Lu8Ni4O21 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758775 NaU4V3O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505481 Rb2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698305 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771145 SrVPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-32465 Li3Cr3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23785 Mn2InC10BrO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753411 Co2Ni3Sb(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182780 CaMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223496 Li5Mn6(BO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175850 Li2V2(SiO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10471 Li3Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209262 Re2NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20570 Hg2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-745150 Ba6Na2Nb2V2O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212179 KEr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26089 MgFe2O3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-13691 KSc(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758108 MoPCl5O3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19156 Li2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201209 Co3(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196885 RbNa2V5H10O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753381 Li4CoTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29855 Li7V4O11F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661313 Li3Co2(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-720855 Ta2CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556255 KVH4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557878 LiFe2(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542031 LiFeF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220416 Yb6MoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764607 MnC5IO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190931 Li2Mn2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24828 Ni(PtO2)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-624762 Mg2V2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177474 YbMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756275 LiMnBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775281 Li2V(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752900 LiVCr(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780977 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18996 Li3V4O11F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-745180 Ta2MnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541520 Na2Ti3Mn(Si2O11)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753702 Li2V(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228193 Na3VP8O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510607 KBaV3Cd2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554548 MnSi(OF)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752589 Na8Ta7VO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1248580 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1313379 Tb2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774821 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218069 RbSm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100640 Cs2Mo3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192277 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-14718 Li3CrPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211523 LiCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557947 LiCrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-656887 InMoHSeO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1272458 RbLu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224595 Li4V3OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775177 CrBiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177322 Li2NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558816 LiMo2P3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757681 Li3Ni2SbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1238298 LiMn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1307768 Li2FeP2HO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-583506 Li4V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218775 CoS2(NO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755680 Ni5O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208207 LiFeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753116 UCr4H48C14(N15O11)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223582 Na2CoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213397 BaCo2(AsO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849736 Ba2YV3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765149 Li2Ni(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753634 LiSc(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216284 Li3VO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849622 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228423 LiMnCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19131 Rb2MoP2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765626 SmTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776440 Li3Mn2(SiO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1662514 MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197774 Li3Ti3VO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780461 Na2TiNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759567 ZnCr6Si2Pb10(O16F)2 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-758426 VP2NCl10O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777450 U2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754744 LuMoBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19238 CrO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-616232 Ca2TaMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556349 Li3Fe2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775203 Cr(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28824 LiNiBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849422 Zn(Co2O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26204 LiCo2(CO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175696 K2Mn(SeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754278 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221800 CaNiF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26127 RbV3Cd4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661817 LiVBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1096946 Mn(BO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
